WHOREGION	FLUSEASON	HEMISPHERE	ITZ	COUNTRY_CODE	COUNTRY_AREA_TERRITORY	ISO_WEEKSTARTDATE	ISO_YEAR	ISO_WEEK	MMWR_WEEKSTARTDATE	MMWR_YEAR	MMWR_WEEK	ORIGIN_SOURCE	SPEC_PROCESSED_NB	SPEC_RECEIVED_NB	AH1N12009	AH1	AH3	AH5	AH7N9	ANOTSUBTYPED	ANOTSUBTYPABLE	AOTHER_SUBTYPE	AOTHER_SUBTYPE_DETAILS	INF_A	BVIC_2DEL	BVIC_3DEL	BVIC_NODEL	BVIC_DELUNK	BYAM	BNOTDETERMINED	INF_B	INF_ALL	INF_NEGATIVE	ILI_ACTIVITY	ADENO	BOCA	HUMAN_CORONA	METAPNEUMO	PARAINFLUENZA	RHINO	RSV_PROCESSED	RSV	OTHERRESPVIRUS	OTHER_RESPVIRUS_DETAILS	LAB_RESULT_COMMENT	WCR_COMMENT	ISO2	ISOYW	MMWRYW	PSOURCE_SUBTYPE_INF	PSOURCE_PPOS_INF	PSOURCE_RSV
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-04-25	2016	17	2016-04-24	2016	17	NONSENTINEL	972		0	0	0			5				5			0		0	54	54	59										105					SE	201617	201617			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-05-02	2016	18	2016-05-01	2016	18	NONSENTINEL	666		0	0	0			12				12			0		0	48	48	60										78					SE	201618	201618			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-05-09	2016	19	2016-05-08	2016	19	NONSENTINEL	680		0	0	0			6				6			0		0	32	32	38										43					SE	201619	201619			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-05-16	2016	20	2016-05-15	2016	20	NONSENTINEL	590		0	0	0			3				3			0		0	30	30	33										45					SE	201620	201620			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-05-23	2016	21	2016-05-22	2016	21	NONSENTINEL	0		0	0	0			3				3			0		0	12	12	15										0					SE	201621	201621			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-05-30	2016	22	2016-05-29	2016	22	NONSENTINEL	0		0	0	0			0				0			0		0	7	7	7										0					SE	201622	201622			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-06-06	2016	23	2016-06-05	2016	23	NONSENTINEL	0		0	0	0			4				4			0		0	1	1	5										0					SE	201623	201623			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-06-13	2016	24	2016-06-12	2016	24	NONSENTINEL	0		0	0	0			1				1			0		0	3	3	4										0					SE	201624	201624			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-06-20	2016	25	2016-06-19	2016	25	NONSENTINEL	0		0	0	0			1				1			0		0	0	0	1										0					SE	201625	201625			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-06-27	2016	26	2016-06-26	2016	26	NONSENTINEL	0		0	0	0			0				0			0		0	0	0											0					SE	201626	201626			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-07-04	2016	27	2016-07-03	2016	27	NONSENTINEL	0		0	0	0			1				1			0		0	0	0	1										0					SE	201627	201627			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-07-11	2016	28	2016-07-10	2016	28	NONSENTINEL	0		0	0	0			2				2			0		0	0	0	2										0					SE	201628	201628			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-07-18	2016	29	2016-07-17	2016	29	NONSENTINEL	0		0	0	0			3				3			0		0	0	0	3										0					SE	201629	201629			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-07-25	2016	30	2016-07-24	2016	30	NONSENTINEL	0		0	0	0			0				0			0		0	0	0											0					SE	201630	201630			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-08-01	2016	31	2016-07-31	2016	31	NONSENTINEL	0		0	0	0			0				0			0		0	0	0											0					SE	201631	201631			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-08-08	2016	32	2016-08-07	2016	32	NONSENTINEL	0		0	0	0			1				1			0		0	0	0	1										0					SE	201632	201632			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-08-15	2016	33	2016-08-14	2016	33	NONSENTINEL	0		0	0	0			0				0			0		0	2	2	2										0					SE	201633	201633			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-08-22	2016	34	2016-08-21	2016	34	NONSENTINEL	0		0	0	0			1				1			0		0	2	2	3										0					SE	201634	201634			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-08-29	2016	35	2016-08-28	2016	35	NONSENTINEL	0		0	0	0			4				4			0		0	0	0	4										0					SE	201635	201635			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-09-05	2016	36	2016-09-04	2016	36	NONSENTINEL	0		0	0	0			6				6			0		0	1	1	7										0					SE	201636	201636			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-09-12	2016	37	2016-09-11	2016	37	NONSENTINEL	0		0	0	0			2				2			0		0	0	0	2										0					SE	201637	201637			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-09-19	2016	38	2016-09-18	2016	38	NONSENTINEL	0		0	0	0			2				2			0		0	0	0	2										0					SE	201638	201638			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-09-26	2016	39	2016-09-25	2016	39	NONSENTINEL	0		0	0	0			5				5			0		0	0	0	5										0					SE	201639	201639			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-10-03	2016	40	2016-10-02	2016	40	NONSENTINEL	527		0	0	0			13				13			0		0	0	0	13										2					SE	201640	201640			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-10-10	2016	41	2016-10-09	2016	41	NONSENTINEL	586		0	0	0			6				6			0		0	1	1	7										2					SE	201641	201641			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-10-17	2016	42	2016-10-16	2016	42	NONSENTINEL	674		0	0	0			4				4			0		0	0	0	4										5					SE	201642	201642			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-10-24	2016	43	2016-10-23	2016	43	NONSENTINEL	680		0	0	0			4				4			0		0	0	0	4										10					SE	201643	201643			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-10-31	2016	44	2016-10-30	2016	44	NONSENTINEL	622		0	0	0			7				7			0		0	1	1	8										11					SE	201644	201644			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-11-07	2016	45	2016-11-06	2016	45	NONSENTINEL	793		0	0	0			35				35			0		0	4	4	39										19					SE	201645	201645			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-11-14	2016	46	2016-11-13	2016	46	NONSENTINEL	917		0	0	0			59				59			0		0	2	2	61										34					SE	201646	201646			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-11-21	2016	47	2016-11-20	2016	47	NONSENTINEL	1164		0	0	0			102				102			0		0	0	0	102										62					SE	201647	201647			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-11-28	2016	48	2016-11-27	2016	48	NONSENTINEL	1320		0	0	0			176				176			0		0	2	2	178										82					SE	201648	201648			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-12-05	2016	49	2016-12-04	2016	49	NONSENTINEL	1830		0	0	0			347				347			0		0	4	4	351										133					SE	201649	201649			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-12-12	2016	50	2016-12-11	2016	50	NONSENTINEL	2387		0	0	0			530				530			0		0	5	5	535										192					SE	201650	201650			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-12-19	2016	51	2016-12-18	2016	51	NONSENTINEL	3447		0	0	0			1049				1049			0		0	6	6	1055										302					SE	201651	201651			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2016-12-26	2016	52	2016-12-25	2016	52	NONSENTINEL	3972		0	0	0			1339				1339			0		0	6	6	1345										326					SE	201652	201652			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-01-02	2017	1	2017-01-01	2017	1	NONSENTINEL	3966		0	0	0			921				921			0		0	8	8	929										395					SE	201701	201701			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-01-09	2017	2	2017-01-08	2017	2	NONSENTINEL	3771		0	0	0			744				744			0		0	5	5	749										359					SE	201702	201702			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-01-16	2017	3	2017-01-15	2017	3	NONSENTINEL	3118		0	0	0			609				609			0		0	10	10	619										342					SE	201703	201703			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-01-23	2017	4	2017-01-22	2017	4	NONSENTINEL	2923		0	0	0			638				638			0		0	7	7	645										422					SE	201704	201704			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-01-30	2017	5	2017-01-29	2017	5	NONSENTINEL	3136		0	0	0			752				752			0		0	10	10	762										541					SE	201705	201705			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-02-06	2017	6	2017-02-05	2017	6	NONSENTINEL	3338		0	0	0			835				835			0		0	13	13	848										552					SE	201706	201706			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-02-13	2017	7	2017-02-12	2017	7	NONSENTINEL	3409		0	0	0			898				898			0		0	9	9	907										589					SE	201707	201707			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-02-20	2017	8	2017-02-19	2017	8	NONSENTINEL	3761		0	0	0			915				915			0		0	19	19	934										589					SE	201708	201708			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-02-27	2017	9	2017-02-26	2017	9	NONSENTINEL	3403		0	0	0			682				682			0		0	23	23	705										597					SE	201709	201709			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-03-06	2017	10	2017-03-05	2017	10	NONSENTINEL	3005		0	0	0			452				452			0		0	25	25	477										483					SE	201710	201710			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-03-13	2017	11	2017-03-12	2017	11	NONSENTINEL	2547		0	0	0			357				357			0		0	26	26	383										401					SE	201711	201711			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-03-20	2017	12	2017-03-19	2017	12	NONSENTINEL	2143		0	0	0			263				263			0		0	35	35	298										312					SE	201712	201712			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-03-27	2017	13	2017-03-26	2017	13	NONSENTINEL	2094		0	0	0			206				206			0		0	45	45	251										251					SE	201713	201713			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-04-03	2017	14	2017-04-02	2017	14	NONSENTINEL	1622		0	0	0			157				157			0		0	60	60	217										171					SE	201714	201714			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-04-10	2017	15	2017-04-09	2017	15	NONSENTINEL	1456		0	0	0			105				105			0		0	43	43	148										117					SE	201715	201715			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-04-17	2017	16	2017-04-16	2017	16	NONSENTINEL	1320		0	0	0			59				59			0		0	44	44	103										90					SE	201716	201716			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-04-24	2017	17	2017-04-23	2017	17	NONSENTINEL	1339		0	0	0			42				42			0		0	62	62	104										59					SE	201717	201717			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-05-01	2017	18	2017-04-30	2017	18	NONSENTINEL	1009		0	0	0			24				24			0		0	68	68	92										24					SE	201718	201718			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-05-08	2017	19	2017-05-07	2017	19	NONSENTINEL	1019		0	0	0			14				14			0		0	83	83	97										27					SE	201719	201719			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-05-15	2017	20	2017-05-14	2017	20	NONSENTINEL	881		0	0	0			17				17			0		0	82	82	99										20					SE	201720	201720			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-05-22	2017	21	2017-05-21	2017	21	NONSENTINEL	0		0	0	0			9				9			0		0	52	52	61										0					SE	201721	201721			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-05-29	2017	22	2017-05-28	2017	22	NONSENTINEL	0		0	0	0			4				4			0		0	25	25	29										0					SE	201722	201722			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-06-05	2017	23	2017-06-04	2017	23	NONSENTINEL	0		0	0	0			2				2			0		0	19	19	21										0					SE	201723	201723			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-06-12	2017	24	2017-06-11	2017	24	NONSENTINEL	0		0	0	0			11				11			0		0	14	14	25										0					SE	201724	201724			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-06-19	2017	25	2017-06-18	2017	25	NONSENTINEL	0		0	0	0			6				6			0		0	5	5	11										0					SE	201725	201725			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-06-26	2017	26	2017-06-25	2017	26	NONSENTINEL	0		0	0	0			2				2			0		0	2	2	4										0					SE	201726	201726			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-07-03	2017	27	2017-07-02	2017	27	NONSENTINEL	0		0	0	0			2				2			0		0	1	1	3										0					SE	201727	201727			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-07-10	2017	28	2017-07-09	2017	28	NONSENTINEL	0		0	0	0			5				5			0		0	1	1	6										0					SE	201728	201728			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-07-17	2017	29	2017-07-16	2017	29	NONSENTINEL	0		0	0	0			4				4			0		0	1	1	5										0					SE	201729	201729			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-07-24	2017	30	2017-07-23	2017	30	NONSENTINEL	0		0	0	0			2				2			0		0	2	2	4										0					SE	201730	201730			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-07-31	2017	31	2017-07-30	2017	31	NONSENTINEL	0		0	0	0			1				1			0		0	3	3	4										0					SE	201731	201731			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-08-07	2017	32	2017-08-06	2017	32	NONSENTINEL	0		0	0	0			2				2			0		0	2	2	4										0					SE	201732	201732			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-08-14	2017	33	2017-08-13	2017	33	NONSENTINEL	0		0	0	0			1				1			0		0	0	0	1										0					SE	201733	201733			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-08-21	2017	34	2017-08-20	2017	34	NONSENTINEL	0		0	0	0			1				1			0		0	1	1	2										0					SE	201734	201734			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-08-28	2017	35	2017-08-27	2017	35	NONSENTINEL	0		0	0	0			4				4			0		0	5	5	9										0					SE	201735	201735			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-09-04	2017	36	2017-09-03	2017	36	NONSENTINEL	0		0	0	0			1				1			0		0	1	1	2										0					SE	201736	201736			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-09-11	2017	37	2017-09-10	2017	37	NONSENTINEL	0		0	0	0			3				3			0		0	1	1	4										0					SE	201737	201737			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-09-18	2017	38	2017-09-17	2017	38	NONSENTINEL	0		0	0	0			5				5			0		0	2	2	7										0					SE	201738	201738			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-09-25	2017	39	2017-09-24	2017	39	NONSENTINEL	0		0	0	0			4				4			0		0	0	0	4										0					SE	201739	201739			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-10-02	2017	40	2017-10-01	2017	40	NONSENTINEL	643		0	0	0			10				10			0		0	0	0	10										3					SE	201740	201740			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-10-09	2017	41	2017-10-08	2017	41	NONSENTINEL	764		0	0	0			7				7			0		0	4	4	11										3					SE	201741	201741			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-10-16	2017	42	2017-10-15	2017	42	NONSENTINEL	748		0	0	0			3				3			0		0	1	1	4										5					SE	201742	201742			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-10-23	2017	43	2017-10-22	2017	43	NONSENTINEL	770		0	0	0			5				5			0		0	4	4	9										8					SE	201743	201743			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-10-30	2017	44	2017-10-29	2017	44	NONSENTINEL	874		0	0	0			8				8			0		0	3	3	11										4					SE	201744	201744			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-11-06	2017	45	2017-11-05	2017	45	NONSENTINEL	1007		0	0	0			23				23			0		0	2	2	25										8					SE	201745	201745			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-11-13	2017	46	2017-11-12	2017	46	NONSENTINEL	1055		0	0	0			38				38			0		0	10	10	48										12					SE	201746	201746			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-11-20	2017	47	2017-11-19	2017	47	NONSENTINEL	1351		0	0	0			48				48			0		0	20	20	68										18					SE	201747	201747			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-11-27	2017	48	2017-11-26	2017	48	NONSENTINEL	1423		0	0	0			33				33			0		0	33	33	66										21					SE	201748	201748			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-12-04	2017	49	2017-12-03	2017	49	NONSENTINEL	1621		0	0	0			48				48			0		0	70	70	118										33					SE	201749	201749			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-12-11	2017	50	2017-12-10	2017	50	NONSENTINEL	2021		0	0	0			66				66			0		0	125	125	191										34					SE	201750	201750			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-12-18	2017	51	2017-12-17	2017	51	NONSENTINEL	2239		0	0	0			125				125			0		0	212	212	337										71					SE	201751	201751			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2017-12-25	2017	52	2017-12-24	2017	52	NONSENTINEL	2871		0	0	0			123				123			0		0	466	466	589										76					SE	201752	201752			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-01-01	2018	1	2017-12-31	2018	1	NONSENTINEL	3081		0	0	0			107				107			0		0	536	536	643										123					SE	201801	201801			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-01-08	2018	2	2018-01-07	2018	2	NONSENTINEL	3071		0	0	0			132				132			0		0	487	487	619										94					SE	201802	201802			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-01-15	2018	3	2018-01-14	2018	3	NONSENTINEL	3131		0	0	0			156				156			0		0	578	578	734										96					SE	201803	201803			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-01-22	2018	4	2018-01-21	2018	4	NONSENTINEL	3521		0	0	0			242				242			0		0	845	845	1087										154					SE	201804	201804			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-01-29	2018	5	2018-01-28	2018	5	NONSENTINEL	4312		0	0	0			311				311			0		0	1155	1155	1466										205					SE	201805	201805			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-02-05	2018	6	2018-02-04	2018	6	NONSENTINEL	5036		0	0	0			457				457			0		0	1433	1433	1890										249					SE	201806	201806			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-02-12	2018	7	2018-02-11	2018	7	NONSENTINEL	5584		0	0	0			466				466			0		0	1693	1693	2159										257					SE	201807	201807			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-02-19	2018	8	2018-02-18	2018	8	NONSENTINEL	5678		0	0	0			471				471			0		0	1471	1471	1942										312					SE	201808	201808			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-02-26	2018	9	2018-02-25	2018	9	NONSENTINEL	5461		0	0	0			513				513			0		0	1229	1229	1742										304					SE	201809	201809			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-03-05	2018	10	2018-03-04	2018	10	NONSENTINEL	5319		0	0	0			580				580			0		0	1007	1007	1587										298					SE	201810	201810			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-03-12	2018	11	2018-03-11	2018	11	NONSENTINEL	4875		0	0	0			591				591			0		0	666	666	1257										321					SE	201811	201811			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-03-19	2018	12	2018-03-18	2018	12	NONSENTINEL	4211		0	0	0			679				679			0		0	496	496	1175										340					SE	201812	201812			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-03-26	2018	13	2018-03-25	2018	13	NONSENTINEL	3731		0	0	0			642				642			0		0	306	306	948										292					SE	201813	201813			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-04-02	2018	14	2018-04-01	2018	14	NONSENTINEL	3663		0	0	0			584				584			0		0	208	208	792										287					SE	201814	201814			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-04-09	2018	15	2018-04-08	2018	15	NONSENTINEL	3014		0	0	0			392				392			0		0	112	112	504										271					SE	201815	201815			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-04-16	2018	16	2018-04-15	2018	16	NONSENTINEL	2384		0	0	0			270				270			0		0	58	58	328										193					SE	201816	201816			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-04-23	2018	17	2018-04-22	2018	17	NONSENTINEL	1914		0	0	0			145				145			0		0	24	24	169										185					SE	201817	201817			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-04-30	2018	18	2018-04-29	2018	18	NONSENTINEL	1416		0	0	0			68				68			0		0	18	18	86										133					SE	201818	201818			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-05-07	2018	19	2018-05-06	2018	19	NONSENTINEL	1071		0	0	0			52				52			0		0	6	6	58										77					SE	201819	201819			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-05-14	2018	20	2018-05-13	2018	20	NONSENTINEL	977		0	0	0			11				11			0		0	2	2	13										41					SE	201820	201820			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-05-21	2018	21	2018-05-20	2018	21	NONSENTINEL	0		0	0	0			9				9			0		0	0	0	9										0					SE	201821	201821			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-05-28	2018	22	2018-05-27	2018	22	NONSENTINEL	0		0	0	0			3				3			0		0	1	1	4										0					SE	201822	201822			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-06-04	2018	23	2018-06-03	2018	23	NONSENTINEL	0		0	0	0			2				2			0		0	1	1	3										0					SE	201823	201823			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-06-11	2018	24	2018-06-10	2018	24	NONSENTINEL	0		0	0	0			2				2			0		0	1	1	3										0					SE	201824	201824			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-06-18	2018	25	2018-06-17	2018	25	NONSENTINEL	0		0	0	0			3				3			0		0	1	1	4										0					SE	201825	201825			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-06-25	2018	26	2018-06-24	2018	26	NONSENTINEL	0		0	0	0			2				2			0		0	3	3	5										0					SE	201826	201826			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-07-02	2018	27	2018-07-01	2018	27	NONSENTINEL	0		0	0	0			2				2			0		0	0	0	2										0					SE	201827	201827			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-07-09	2018	28	2018-07-08	2018	28	NONSENTINEL	0		0	0	0			2				2			0		0	0	0	2										0					SE	201828	201828			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-07-16	2018	29	2018-07-15	2018	29	NONSENTINEL	0		0	0	0			0				0			0		0	1	1	1										0					SE	201829	201829			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-07-23	2018	30	2018-07-22	2018	30	NONSENTINEL	0		0	0	0			1				1			0		0	2	2	3										0					SE	201830	201830			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-07-30	2018	31	2018-07-29	2018	31	NONSENTINEL	0		0	0	0			2				2			0		0	0	0	2										0					SE	201831	201831			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-08-06	2018	32	2018-08-05	2018	32	NONSENTINEL	0		0	0	0			2				2			0		0	0	0	2										0					SE	201832	201832			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-08-13	2018	33	2018-08-12	2018	33	NONSENTINEL	0		0	0	0			4				4			0		0	0	0	4										0					SE	201833	201833			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-08-20	2018	34	2018-08-19	2018	34	NONSENTINEL	0		0	0	0			0				0			0		0	0	0											0					SE	201834	201834			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-08-27	2018	35	2018-08-26	2018	35	NONSENTINEL	0		0	0	0			2				2			0		0	0	0	2										0					SE	201835	201835			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-09-03	2018	36	2018-09-02	2018	36	NONSENTINEL	0		0	0	0			6				6			0		0	3	3	9										0					SE	201836	201836			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-09-10	2018	37	2018-09-09	2018	37	NONSENTINEL	0		0	0	0			1				1			0		0	1	1	2										0					SE	201837	201837			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-09-17	2018	38	2018-09-16	2018	38	NONSENTINEL	0		0	0	0			1				1			0		0	0	0	1										0					SE	201838	201838			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-09-24	2018	39	2018-09-23	2018	39	NONSENTINEL	0		0	0	0			1				1			0		0	0	0	1										0					SE	201839	201839			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-10-01	2018	40	2018-09-30	2018	40	NONSENTINEL	609		0	0	0			5				5			0		0	0	0	5										4					SE	201840	201840			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-10-08	2018	41	2018-10-07	2018	41	NONSENTINEL	685		0	0	0			4				4			0		0	3	3	7										2					SE	201841	201841			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-10-15	2018	42	2018-10-14	2018	42	NONSENTINEL	728		0	0	0			7				7			0		0	1	1	8										0					SE	201842	201842			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-10-22	2018	43	2018-10-21	2018	43	NONSENTINEL	749		0	0	0			5				5			0		0	0	0	5										7					SE	201843	201843			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-10-29	2018	44	2018-10-28	2018	44	NONSENTINEL	864		0	0	0			4				4			0		0	1	1	5										3					SE	201844	201844			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-11-05	2018	45	2018-11-04	2018	45	NONSENTINEL	988		0	0	0			10				10			0		0	2	2	12										8					SE	201845	201845			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-11-12	2018	46	2018-11-11	2018	46	NONSENTINEL	1150		0	0	0			16				16			0		0	0	0	16										18					SE	201846	201846			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-11-19	2018	47	2018-11-18	2018	47	NONSENTINEL	1298		0	0	0			14				14			0		0	4	4	18										18					SE	201847	201847			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-11-26	2018	48	2018-11-25	2018	48	NONSENTINEL	1569		0	0	0			48				48			0		0	2	2	50										25					SE	201848	201848			
