WHOREGION	FLUSEASON	HEMISPHERE	ITZ	COUNTRY_CODE	COUNTRY_AREA_TERRITORY	ISO_WEEKSTARTDATE	ISO_YEAR	ISO_WEEK	MMWR_WEEKSTARTDATE	MMWR_YEAR	MMWR_WEEK	ORIGIN_SOURCE	SPEC_PROCESSED_NB	SPEC_RECEIVED_NB	AH1N12009	AH1	AH3	AH5	AH7N9	ANOTSUBTYPED	ANOTSUBTYPABLE	AOTHER_SUBTYPE	AOTHER_SUBTYPE_DETAILS	INF_A	BVIC_2DEL	BVIC_3DEL	BVIC_NODEL	BVIC_DELUNK	BYAM	BNOTDETERMINED	INF_B	INF_ALL	INF_NEGATIVE	ILI_ACTIVITY	ADENO	BOCA	HUMAN_CORONA	METAPNEUMO	PARAINFLUENZA	RHINO	RSV_PROCESSED	RSV	OTHERRESPVIRUS	OTHER_RESPVIRUS_DETAILS	LAB_RESULT_COMMENT	WCR_COMMENT	ISO2	ISOYW	MMWRYW	PSOURCE_SUBTYPE_INF	PSOURCE_PPOS_INF	PSOURCE_RSV
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-12-03	2018	49	2018-12-02	2018	49	NONSENTINEL	1798		0	0	0			107				107			0		0	1	1	108										40					SE	201849	201849			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-12-10	2018	50	2018-12-09	2018	50	NONSENTINEL	2057		0	0	0			229				229			0		0	1	1	230										82					SE	201850	201850			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-12-17	2018	51	2018-12-16	2018	51	NONSENTINEL	2780		0	0	0			422				422			0		0	1	1	423										115					SE	201851	201851			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-12-24	2018	52	2018-12-23	2018	52	NONSENTINEL	2993		0	0	0			769				769			0		0	0	0	769										140					SE	201852	201852			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2018-12-31	2019	1	2018-12-30	2019	1	NONSENTINEL	3658		0	0	0			796				796			0		0	1	1	797										231					SE	201901	201901			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-01-07	2019	2	2019-01-06	2019	2	NONSENTINEL	3884		0	0	0			713				713			0		0	2	2	715										209					SE	201902	201902			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-01-14	2019	3	2019-01-13	2019	3	NONSENTINEL	3609		0	0	0			703				703			0		0	1	1	704										220					SE	201903	201903			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-01-21	2019	4	2019-01-20	2019	4	NONSENTINEL	3696		0	0	0			883				883			0		0	1	1	884										329					SE	201904	201904			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-01-28	2019	5	2019-01-27	2019	5	NONSENTINEL	4365		0	0	0			1164				1164			0		0	9	9	1173										471					SE	201905	201905			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-02-04	2019	6	2019-02-03	2019	6	NONSENTINEL	4864		0	0	0			1290				1290			0		0	6	6	1296										566					SE	201906	201906			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-02-11	2019	7	2019-02-10	2019	7	NONSENTINEL	4894		0	0	0			1192				1192			0		0	9	9	1201										680					SE	201907	201907			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-02-18	2019	8	2019-02-17	2019	8	NONSENTINEL	4555		0	0	0			959				959			0		0	2	2	961										688					SE	201908	201908			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-02-25	2019	9	2019-02-24	2019	9	NONSENTINEL	4241		0	0	0			728				728			0		0	3	3	731										669					SE	201909	201909			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-03-04	2019	10	2019-03-03	2019	10	NONSENTINEL	3735		0	0	0			571				571			0		0	7	7	578										587					SE	201910	201910			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-03-11	2019	11	2019-03-10	2019	11	NONSENTINEL	3437		0	0	0			508				508			0		0	5	5	513										560					SE	201911	201911			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-03-18	2019	12	2019-03-17	2019	12	NONSENTINEL	2996		0	0	0			467				467			0		0	2	2	469										406					SE	201912	201912			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-03-25	2019	13	2019-03-24	2019	13	NONSENTINEL	2746		0	0	0			385				385			0		0	3	3	388										322					SE	201913	201913			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-04-01	2019	14	2019-03-31	2019	14	NONSENTINEL	2675		0	0	0			368				368			0		0	4	4	372										279					SE	201914	201914			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-04-08	2019	15	2019-04-07	2019	15	NONSENTINEL	2543		0	0	0			364				364			0		0	4	4	368										236					SE	201915	201915			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-04-15	2019	16	2019-04-14	2019	16	NONSENTINEL	2338		0	0	0			325				325			0		0	2	2	327										148					SE	201916	201916			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-04-22	2019	17	2019-04-21	2019	17	NONSENTINEL	2184		0	0	0			295				295			0		0	8	8	303										108					SE	201917	201917			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-04-29	2019	18	2019-04-28	2019	18	NONSENTINEL	1792		0	0	0			154				154			0		0	0	0	154										75					SE	201918	201918			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-05-06	2019	19	2019-05-05	2019	19	NONSENTINEL	1509		0	0	0			86				86			0		0	4	4	90										41					SE	201919	201919			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-05-13	2019	20	2019-05-12	2019	20	NONSENTINEL	1334		0	0	0			73				73			0		0	4	4	77										25					SE	201920	201920			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-05-20	2019	21	2019-05-19	2019	21	NONSENTINEL	0		0	0	0			57				57			0		0	3	3	60										0					SE	201921	201921			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-05-27	2019	22	2019-05-26	2019	22	NONSENTINEL	0		0	0	0			27				27			0		0	3	3	30										0					SE	201922	201922			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-06-03	2019	23	2019-06-02	2019	23	NONSENTINEL	0		0	0	0			16				16			0		0	3	3	19										0					SE	201923	201923			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-06-10	2019	24	2019-06-09	2019	24	NONSENTINEL	0		0	0	0			11				11			0		0	2	2	13										0					SE	201924	201924			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-06-17	2019	25	2019-06-16	2019	25	NONSENTINEL	0		0	0	0			2				2			0		0	2	2	4										0					SE	201925	201925			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-06-24	2019	26	2019-06-23	2019	26	NONSENTINEL	0		0	0	0			3				3			0		0	0	0	3										0					SE	201926	201926			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-07-01	2019	27	2019-06-30	2019	27	NONSENTINEL	0		0	0	0			2				2			0		0	0	0	2										0					SE	201927	201927			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-07-08	2019	28	2019-07-07	2019	28	NONSENTINEL	0		0	0	0			1				1			0		0	0	0	1										0					SE	201928	201928			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-07-15	2019	29	2019-07-14	2019	29	NONSENTINEL	0		0	0	0			1				1			0		0	3	3	4										0					SE	201929	201929			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-07-22	2019	30	2019-07-21	2019	30	NONSENTINEL	0		0	0	0			6				6			0		0	0	0	6										0					SE	201930	201930			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-07-29	2019	31	2019-07-28	2019	31	NONSENTINEL	0		0	0	0			4				4			0		0	1	1	5										0					SE	201931	201931			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-08-05	2019	32	2019-08-04	2019	32	NONSENTINEL	0		0	0	0			1				1			0		0	0	0	1										0					SE	201932	201932			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-08-12	2019	33	2019-08-11	2019	33	NONSENTINEL	0		0	0	0			4				4			0		0	0	0	4										0					SE	201933	201933			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-08-19	2019	34	2019-08-18	2019	34	NONSENTINEL	0		0	0	0			10				10			0		0	3	3	13										0					SE	201934	201934			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-08-26	2019	35	2019-08-25	2019	35	NONSENTINEL	0		0	0	0			8				8			0		0	3	3	11										0					SE	201935	201935			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-09-02	2019	36	2019-09-01	2019	36	NONSENTINEL	0		0	0	0			3				3			0		0	1	1	4										0					SE	201936	201936			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-09-09	2019	37	2019-09-08	2019	37	NONSENTINEL	0		0	0	0			3				3			0		0	1	1	4										0					SE	201937	201937			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-09-16	2019	38	2019-09-15	2019	38	NONSENTINEL	0		0	0	0			2				2			0		0	1	1	3										0					SE	201938	201938			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-09-23	2019	39	2019-09-22	2019	39	NONSENTINEL	0		0	0	0			2				2			0		0	0	0	2										0					SE	201939	201939			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-09-30	2019	40	2019-09-29	2019	40	NONSENTINEL	649		0	0	1			0				1			1		0	0	1	2										1					SE	201940	201940			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-10-07	2019	41	2019-10-06	2019	41	NONSENTINEL	701		0	0	3			1				4			0		0	0	0	4										2					SE	201941	201941			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-10-14	2019	42	2019-10-13	2019	42	NONSENTINEL	714		1	0	2			4				7			0		0	1	1	8										3					SE	201942	201942			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-10-21	2019	43	2019-10-20	2019	43	NONSENTINEL	834		0	0	2			2				4			1		0	1	2	6										2					SE	201943	201943			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-10-28	2019	44	2019-10-27	2019	44	NONSENTINEL	890		4	0	2			6				12			0		0	0	0	12										4					SE	201944	201944			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-11-04	2019	45	2019-11-03	2019	45	NONSENTINEL	1021		4	0	5			10				19			4		0	1	5	24										5					SE	201945	201945			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-11-11	2019	46	2019-11-10	2019	46	NONSENTINEL	1199		23	0	1			21				45			0		0	1	1	46										6					SE	201946	201946			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-11-18	2019	47	2019-11-17	2019	47	NONSENTINEL	1339		8	0	3			44				55			6		0	4	10	65										11					SE	201947	201947			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-11-25	2019	48	2019-11-24	2019	48	NONSENTINEL	1550		4	0	4			53				61			2		0	9	11	72										15					SE	201948	201948			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-12-02	2019	49	2019-12-01	2019	49	NONSENTINEL	1854		2	0	11			104				117			2		0	14	16	133										24					SE	201949	201949			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-12-09	2019	50	2019-12-08	2019	50	NONSENTINEL	2172		8	0	12			142				162			1		0	22	23	185										42					SE	201950	201950			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-12-16	2019	51	2019-12-15	2019	51	NONSENTINEL	2498		17	0	14			198				229			3		0	47	50	279										43					SE	201951	201951			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-12-23	2019	52	2019-12-22	2019	52	NONSENTINEL	2396		17	0	17			231				265			3		0	48	51	316										51					SE	201952	201952			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2019-12-30	2020	1	2019-12-29	2020	1	NONSENTINEL	2653		14		34			276				324			9		0	73	82	406									2697	79					SE	202001	202001			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-01-06	2020	2	2020-01-05	2020	2	NONSENTINEL	2739		16		21			242				279			8		0	76	84	363									2735	49					SE	202002	202002			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-01-13	2020	3	2020-01-12	2020	3	NONSENTINEL	2461		12		16			179				207			4		0	78	82	289									2414	66					SE	202003	202003			
