year	month	sex	age	ca	deaths
2011	10	2	0	J09–J18	81
2012	10	1	0	I20–I25	632
2012	10	1	0	J09–J18	71
2012	10	2	0	I20–I25	526
2012	10	2	0	J09–J18	77
2013	10	1	0	I20–I25	624
2013	10	1	0	J09–J18	75
2013	10	2	0	I20–I25	459
2013	10	2	0	J09–J18	76
2014	10	1	0	I20–I25	589
2014	10	1	0	J09–J18	64
2014	10	2	0	I20–I25	444
2014	10	2	0	J09–J18	70
2015	10	1	0	I20–I25	543
2015	10	1	0	J09–J18	70
2015	10	2	0	I20–I25	391
2015	10	2	0	J09–J18	68
2016	10	1	0	I20–I25	537
2016	10	1	0	J09–J18	59
2016	10	2	0	I20–I25	389
2016	10	2	0	J09–J18	61
2017	10	1	0	I20–I25	538
2017	10	1	0	J09–J18	73
2017	10	2	0	I20–I25	383
2017	10	2	0	J09–J18	77
2018	10	1	0	I20–I25	553
2018	10	1	0	J09–J18	86
2018	10	2	0	I20–I25	334
2018	10	2	0	J09–J18	52
2019	10	1	0	I20–I25	488
2019	10	1	0	J09–J18	68
2019	10	2	0	I20–I25	348
2019	10	2	0	J09–J18	52
2020	10	1	0	I20–I25	510
2020	10	1	0	J09–J18	53
2020	10	2	0	I20–I25	327
2020	10	2	0	J09–J18	40
2021	10	1	0	I20–I25	469
2021	10	1	0	J09–J18	62
2021	10	2	0	I20–I25	337
2021	10	2	0	J09–J18	42
2022	10	1	0	I20–I25	465
2022	10	1	0	J09–J18	65
2022	10	2	0	I20–I25	307
2022	10	2	0	J09–J18	49
2023	10	1	0	I20–I25	485
2023	10	1	0	J09–J18	89
2023	10	2	0	I20–I25	301
2023	10	2	0	J09–J18	64
1997	11	1	0	I20–I25	938
1997	11	1	0	J09–J18	108
1997	11	2	0	I20–I25	772
1997	11	2	0	J09–J18	126
1998	11	1	0	I20–I25	985
1998	11	1	0	J09–J18	78
1998	11	2	0	I20–I25	777
1998	11	2	0	J09–J18	121
1999	11	1	0	I20–I25	992
1999	11	1	0	J09–J18	96
1999	11	2	0	I20–I25	746
1999	11	2	0	J09–J18	116
2000	11	1	0	I20–I25	846
2000	11	1	0	J09–J18	94
2000	11	2	0	I20–I25	668
2000	11	2	0	J09–J18	84
2001	11	1	0	I20–I25	893
2001	11	1	0	J09–J18	93
2001	11	2	0	I20–I25	750
2001	11	2	0	J09–J18	101
2002	11	1	0	I20–I25	826
2002	11	1	0	J09–J18	114
2002	11	2	0	I20–I25	733
2002	11	2	0	J09–J18	107
2003	11	1	0	I20–I25	797
2003	11	1	0	J09–J18	88
2003	11	2	0	I20–I25	685
2003	11	2	0	J09–J18	94
2004	11	1	0	I20–I25	788
2004	11	1	0	J09–J18	78
2004	11	2	0	I20–I25	653
2004	11	2	0	J09–J18	96
2005	11	1	0	I20–I25	744
2005	11	1	0	J09–J18	72
2005	11	2	0	I20–I25	666
2005	11	2	0	J09–J18	85
2006	11	1	0	I20–I25	800
2006	11	1	0	J09–J18	89
2006	11	2	0	I20–I25	650
2006	11	2	0	J09–J18	74
2007	11	1	0	I20–I25	719
2007	11	1	0	J09–J18	77
2007	11	2	0	I20–I25	622
2007	11	2	0	J09–J18	111
2008	11	1	0	I20–I25	728
2008	11	1	0	J09–J18	71
2008	11	2	0	I20–I25	579
2008	11	2	0	J09–J18	79
2009	11	1	0	I20–I25	649
2009	11	1	0	J09–J18	71
2009	11	2	0	I20–I25	546
2009	11	2	0	J09–J18	77
2010	11	1	0	I20–I25	648
2010	11	1	0	J09–J18	62
2010	11	2	0	I20–I25	537
2010	11	2	0	J09–J18	52
2011	11	1	0	I20–I25	638
2011	11	1	0	J09–J18	72
2011	11	2	0	I20–I25	532
2011	11	2	0	J09–J18	89
2012	11	1	0	I20–I25	570
2012	11	1	0	J09–J18	86
2012	11	2	0	I20–I25	465
2012	11	2	0	J09–J18	85
2013	11	1	0	I20–I25	545
2013	11	1	0	J09–J18	75
2013	11	2	0	I20–I25	466
2013	11	2	0	J09–J18	64
2014	11	1	0	I20–I25	549
2014	11	1	0	J09–J18	72
2014	11	2	0	I20–I25	380
2014	11	2	0	J09–J18	69
2015	11	1	0	I20–I25	576
2015	11	1	0	J09–J18	80
2015	11	2	0	I20–I25	391
2015	11	2	0	J09–J18	58
2016	11	1	0	I20–I25	530
2016	11	1	0	J09–J18	79
2016	11	2	0	I20–I25	424
2016	11	2	0	J09–J18	89
2017	11	1	0	I20–I25	578
2017	11	1	0	J09–J18	55
2017	11	2	0	I20–I25	371
2017	11	2	0	J09–J18	75
2018	11	1	0	I20–I25	434
2018	11	1	0	J09–J18	76
2018	11	2	0	I20–I25	321
2018	11	2	0	J09–J18	55
2019	11	1	0	I20–I25	449
2019	11	1	0	J09–J18	61
2019	11	2	0	I20–I25	360
2019	11	2	0	J09–J18	66
2020	11	1	0	I20–I25	510
2020	11	1	0	J09–J18	50
2020	11	2	0	I20–I25	356
2020	11	2	0	J09–J18	43
2021	11	1	0	I20–I25	496
2021	11	1	0	J09–J18	73
2021	11	2	0	I20–I25	305
2021	11	2	0	J09–J18	61
2022	11	1	0	I20–I25	439
2022	11	1	0	J09–J18	78
2022	11	2	0	I20–I25	267
2022	11	2	0	J09–J18	58
2023	11	1	0	I20–I25	503
2023	11	1	0	J09–J18	85
2023	11	2	0	I20–I25	323
2023	11	2	0	J09–J18	68
1997	12	1	0	I20–I25	1098
1997	12	1	0	J09–J18	147
1997	12	2	0	I20–I25	901
1997	12	2	0	J09–J18	172
1998	12	1	0	I20–I25	1137
1998	12	1	0	J09–J18	140
1998	12	2	0	I20–I25	933
1998	12	2	0	J09–J18	172
1999	12	1	0	I20–I25	1141
1999	12	1	0	J09–J18	174
1999	12	2	0	I20–I25	861
1999	12	2	0	J09–J18	177
2000	12	1	0	I20–I25	946
2000	12	1	0	J09–J18	116
2000	12	2	0	I20–I25	822
2000	12	2	0	J09–J18	115
2001	12	1	0	I20–I25	969
2001	12	1	0	J09–J18	127
2001	12	2	0	I20–I25	834
2001	12	2	0	J09–J18	118
2002	12	1	0	I20–I25	992
2002	12	1	0	J09–J18	131
2002	12	2	0	I20–I25	879
2002	12	2	0	J09–J18	140
2003	12	1	0	I20–I25	959
2003	12	1	0	J09–J18	148
2003	12	2	0	I20–I25	837
2003	12	2	0	J09–J18	176
2004	12	1	0	I20–I25	870
2004	12	1	0	J09–J18	98
2004	12	2	0	I20–I25	772
2004	12	2	0	J09–J18	116
2005	12	1	0	I20–I25	825
2005	12	1	0	J09–J18	73
2005	12	2	0	I20–I25	721
2005	12	2	0	J09–J18	118
2006	12	1	0	I20–I25	843
2006	12	1	0	J09–J18	109
2006	12	2	0	I20–I25	770
2006	12	2	0	J09–J18	83
2007	12	1	0	I20–I25	850
2007	12	1	0	J09–J18	84
2007	12	2	0	I20–I25	681
2007	12	2	0	J09–J18	94
2008	12	1	0	I20–I25	817
2008	12	1	0	J09–J18	116
2008	12	2	0	I20–I25	706
2008	12	2	0	J09–J18	126
2009	12	1	0	I20–I25	744
2009	12	1	0	J09–J18	78
2009	12	2	0	I20–I25	635
2009	12	2	0	J09–J18	95
2010	12	1	0	I20–I25	755
2010	12	1	0	J09–J18	82
2010	12	2	0	I20–I25	688
2010	12	2	0	J09–J18	57
2011	12	1	0	I20–I25	727
2011	12	1	0	J09–J18	92
2011	12	2	0	I20–I25	585
2011	12	2	0	J09–J18	76
2012	12	1	0	I20–I25	718
2012	12	1	0	J09–J18	83
2012	12	2	0	I20–I25	575
2012	12	2	0	J09–J18	88
2013	12	1	0	I20–I25	639
2013	12	1	0	J09–J18	86
2013	12	2	0	I20–I25	529
2013	12	2	0	J09–J18	77
2014	12	1	0	I20–I25	653
2014	12	1	0	J09–J18	93
2014	12	2	0	I20–I25	536
2014	12	2	0	J09–J18	86
2015	12	1	0	I20–I25	583
2015	12	1	0	J09–J18	105
2015	12	2	0	I20–I25	452
2015	12	2	0	J09–J18	64
2016	12	1	0	I20–I25	595
2016	12	1	0	J09–J18	109
2016	12	2	0	I20–I25	467
2016	12	2	0	J09–J18	128
2017	12	1	0	I20–I25	578
2017	12	1	0	J09–J18	86
2017	12	2	0	I20–I25	445
2017	12	2	0	J09–J18	94
2018	12	1	0	I20–I25	543
2018	12	1	0	J09–J18	99
2018	12	2	0	I20–I25	410
2018	12	2	0	J09–J18	74
2019	12	1	0	I20–I25	507
2019	12	1	0	J09–J18	86
2019	12	2	0	I20–I25	409
2019	12	2	0	J09–J18	66
2020	12	1	0	I20–I25	520
2020	12	1	0	J09–J18	63
2020	12	2	0	I20–I25	382
2020	12	2	0	J09–J18	39
2021	12	1	0	I20–I25	506
2021	12	1	0	J09–J18	97
2021	12	2	0	I20–I25	365
2021	12	2	0	J09–J18	109
2022	12	1	0	I20–I25	587
2022	12	1	0	J09–J18	126
2022	12	2	0	I20–I25	364
2022	12	2	0	J09–J18	135
2023	12	1	0	I20–I25	559
2023	12	1	0	J09–J18	121
2023	12	2	0	I20–I25	362
2023	12	2	0	J09–J18	95
1997	2	1	0	I20–I25	1056
1997	2	1	0	J09–J18	224
1997	2	2	0	I20–I25	886
1997	2	2	0	J09–J18	270
1998	2	1	0	I20–I25	1021
1998	2	1	0	J09–J18	189
1998	2	2	0	I20–I25	837
1998	2	2	0	J09–J18	208
1999	2	1	0	I20–I25	1045
1999	2	1	0	J09–J18	216
1999	2	2	0	I20–I25	835
1999	2	2	0	J09–J18	264
2000	2	1	0	I20–I25	970
2000	2	1	0	J09–J18	200
2000	2	2	0	I20–I25	791
2000	2	2	0	J09–J18	255
2001	2	1	0	I20–I25	861
2001	2	1	0	J09–J18	104
2001	2	2	0	I20–I25	698
2001	2	2	0	J09–J18	102
2002	2	1	0	I20–I25	899
2002	2	1	0	J09–J18	116
2002	2	2	0	I20–I25	692
2002	2	2	0	J09–J18	111
2003	2	1	0	I20–I25	860
2003	2	1	0	J09–J18	120
2003	2	2	0	I20–I25	711
2003	2	2	0	J09–J18	136
2004	2	1	0	I20–I25	802
2004	2	1	0	J09–J18	96
2004	2	2	0	I20–I25	710
2004	2	2	0	J09–J18	111
2005	2	1	0	I20–I25	860
2005	2	1	0	J09–J18	111
2005	2	2	0	I20–I25	708
2005	2	2	0	J09–J18	143
2006	2	1	0	I20–I25	812
2006	2	1	0	J09–J18	100
2006	2	2	0	I20–I25	626
2006	2	2	0	J09–J18	111
2007	2	1	0	I20–I25	760
2007	2	1	0	J09–J18	101
2007	2	2	0	I20–I25	703
2007	2	2	0	J09–J18	101
2008	2	1	0	I20–I25	746
2008	2	1	0	J09–J18	101
2008	2	2	0	I20–I25	660
2008	2	2	0	J09–J18	130
2009	2	1	0	I20–I25	756
2009	2	1	0	J09–J18	129
2009	2	2	0	I20–I25	665
2009	2	2	0	J09–J18	137
2010	2	1	0	I20–I25	669
2010	2	1	0	J09–J18	56
2010	2	2	0	I20–I25	568
2010	2	2	0	J09–J18	73
2011	2	1	0	I20–I25	676
2011	2	1	0	J09–J18	84
2011	2	2	0	I20–I25	543
2011	2	2	0	J09–J18	98
2012	2	1	0	I20–I25	717
2012	2	1	0	J09–J18	113
2012	2	2	0	I20–I25	619
2012	2	2	0	J09–J18	139
2013	2	1	0	I20–I25	664
2013	2	1	0	J09–J18	148
2013	2	2	0	I20–I25	513
2013	2	2	0	J09–J18	150
2014	2	1	0	I20–I25	613
2014	2	1	0	J09–J18	80
2014	2	2	0	I20–I25	517
2014	2	2	0	J09–J18	74
2015	2	1	0	I20–I25	619
2015	2	1	0	J09–J18	149
2015	2	2	0	I20–I25	485
2015	2	2	0	J09–J18	167
2016	2	1	0	I20–I25	554
2016	2	1	0	J09–J18	168
2016	2	2	0	I20–I25	458
2016	2	2	0	J09–J18	131
2017	2	1	0	I20–I25	557
2017	2	1	0	J09–J18	143
2017	2	2	0	I20–I25	434
2017	2	2	0	J09–J18	160
2018	2	1	0	I20–I25	578
2018	2	1	0	J09–J18	208
2018	2	2	0	I20–I25	417
2018	2	2	0	J09–J18	242
2019	2	1	0	I20–I25	504
2019	2	1	0	J09–J18	143
2019	2	2	0	I20–I25	360
2019	2	2	0	J09–J18	118
2020	2	1	0	I20–I25	469
2020	2	1	0	J09–J18	105
2020	2	2	0	I20–I25	339
2020	2	2	0	J09–J18	88
2021	2	1	0	I20–I25	507
2021	2	1	0	J09–J18	56
2021	2	2	0	I20–I25	301
2021	2	2	0	J09–J18	38
2022	2	1	0	I20–I25	514
2022	2	1	0	J09–J18	61
2022	2	2	0	I20–I25	310
2022	2	2	0	J09–J18	42
2023	2	1	0	I20–I25	439
2023	2	1	0	J09–J18	88
2023	2	2	0	I20–I25	278
2023	2	2	0	J09–J18	63
2024	2	1	0	I20–I25	390
2024	2	1	0	J09–J18	104
2024	2	2	0	I20–I25	274
2024	2	2	0	J09–J18	89
1997	3	1	0	I20–I25	1055
1997	3	1	0	J09–J18	153
1997	3	2	0	I20–I25	868
1997	3	2	0	J09–J18	232
1998	3	1	0	I20–I25	1104
1998	3	1	0	J09–J18	228
1998	3	2	0	I20–I25	899
1998	3	2	0	J09–J18	303
1999	3	1	0	I20–I25	1067
1999	3	1	0	J09–J18	292
1999	3	2	0	I20–I25	922
1999	3	2	0	J09–J18	363
2000	3	1	0	I20–I25	975
2000	3	1	0	J09–J18	136
2000	3	2	0	I20–I25	802
2000	3	2	0	J09–J18	152
2001	3	1	0	I20–I25	949
2001	3	1	0	J09–J18	138
2001	3	2	0	I20–I25	838
2001	3	2	0	J09–J18	162
2002	3	1	0	I20–I25	1039
2002	3	1	0	J09–J18	189
2002	3	2	0	I20–I25	891
2002	3	2	0	J09–J18	221
2003	3	1	0	I20–I25	967
2003	3	1	0	J09–J18	123
2003	3	2	0	I20–I25	773
2003	3	2	0	J09–J18	131
2004	3	1	0	I20–I25	818
2004	3	1	0	J09–J18	92
2004	3	2	0	I20–I25	720
2004	3	2	0	J09–J18	115
2005	3	1	0	I20–I25	1008
2005	3	1	0	J09–J18	197
2005	3	2	0	I20–I25	842
2005	3	2	0	J09–J18	266
2006	3	1	0	I20–I25	874
2006	3	1	0	J09–J18	80
2006	3	2	0	I20–I25	763
2006	3	2	0	J09–J18	137
2007	3	1	0	I20–I25	767
2007	3	1	0	J09–J18	137
2007	3	2	0	I20–I25	793
2007	3	2	0	J09–J18	180
2008	3	1	0	I20–I25	831
2008	3	1	0	J09–J18	127
2008	3	2	0	I20–I25	740
2008	3	2	0	J09–J18	131
2009	3	1	0	I20–I25	745
2009	3	1	0	J09–J18	99
2009	3	2	0	I20–I25	678
2009	3	2	0	J09–J18	111
2010	3	1	0	I20–I25	775
2010	3	1	0	J09–J18	58
2010	3	2	0	I20–I25	614
2010	3	2	0	J09–J18	76
2011	3	1	0	I20–I25	706
2011	3	1	0	J09–J18	107
2011	3	2	0	I20–I25	603
2011	3	2	0	J09–J18	121
2012	3	1	0	I20–I25	680
2012	3	1	0	J09–J18	172
2012	3	2	0	I20–I25	640
2012	3	2	0	J09–J18	207
2013	3	1	0	I20–I25	711
2013	3	1	0	J09–J18	143
2013	3	2	0	I20–I25	605
2013	3	2	0	J09–J18	168
2014	3	1	0	I20–I25	592
2014	3	1	0	J09–J18	109
2014	3	2	0	I20–I25	484
2014	3	2	0	J09–J18	96
2015	3	1	0	I20–I25	657
2015	3	1	0	J09–J18	160
2015	3	2	0	I20–I25	523
2015	3	2	0	J09–J18	212
2016	3	1	0	I20–I25	590
2016	3	1	0	J09–J18	115
2016	3	2	0	I20–I25	446
2016	3	2	0	J09–J18	107
2017	3	1	0	I20–I25	571
2017	3	1	0	J09–J18	132
2017	3	2	0	I20–I25	393
2017	3	2	0	J09–J18	154
2018	3	1	0	I20–I25	595
2018	3	1	0	J09–J18	240
2018	3	2	0	I20–I25	483
2018	3	2	0	J09–J18	279
2019	3	1	0	I20–I25	517
2019	3	1	0	J09–J18	125
2019	3	2	0	I20–I25	343
2019	3	2	0	J09–J18	131
2020	3	1	0	I20–I25	476
2020	3	1	0	J09–J18	123
2020	3	2	0	I20–I25	348
2020	3	2	0	J09–J18	115
2021	3	1	0	I20–I25	464
2021	3	1	0	J09–J18	49
2021	3	2	0	I20–I25	343
2021	3	2	0	J09–J18	39
2022	3	1	0	I20–I25	474
2022	3	1	0	J09–J18	63
2022	3	2	0	I20–I25	328
2022	3	2	0	J09–J18	52
2023	3	1	0	I20–I25	441
2023	3	1	0	J09–J18	92
2023	3	2	0	I20–I25	296
2023	3	2	0	J09–J18	78
2024	3	1	0	I20–I25	426
2024	3	1	0	J09–J18	102
2024	3	2	0	I20–I25	301
2024	3	2	0	J09–J18	67
1997	4	1	0	I20–I25	1006
1997	4	1	0	J09–J18	127
1997	4	2	0	I20–I25	770
1997	4	2	0	J09–J18	153
1998	4	1	0	I20–I25	1057
1998	4	1	0	J09–J18	150
1998	4	2	0	I20–I25	870
1998	4	2	0	J09–J18	210
1999	4	1	0	I20–I25	920
1999	4	1	0	J09–J18	116
1999	4	2	0	I20–I25	825
1999	4	2	0	J09–J18	165
2000	4	1	0	I20–I25	908
2000	4	1	0	J09–J18	107
2000	4	2	0	I20–I25	752
2000	4	2	0	J09–J18	130
2001	4	1	0	I20–I25	944
2001	4	1	0	J09–J18	140
2001	4	2	0	I20–I25	824
2001	4	2	0	J09–J18	162
2002	4	1	0	I20–I25	969
2002	4	1	0	J09–J18	142
2002	4	2	0	I20–I25	801
2002	4	2	0	J09–J18	215
2003	4	1	0	I20–I25	889
2003	4	1	0	J09–J18	121
2003	4	2	0	I20–I25	735
2003	4	2	0	J09–J18	118
2004	4	1	0	I20–I25	768
2004	4	1	0	J09–J18	96
2004	4	2	0	I20–I25	657
2004	4	2	0	J09–J18	96
2005	4	1	0	I20–I25	852
2005	4	1	0	J09–J18	146
2005	4	2	0	I20–I25	685
2005	4	2	0	J09–J18	155
2006	4	1	0	I20–I25	782
2006	4	1	0	J09–J18	88
2006	4	2	0	I20–I25	669
2006	4	2	0	J09–J18	91
2007	4	1	0	I20–I25	741
2007	4	1	0	J09–J18	84
2007	4	2	0	I20–I25	708
2007	4	2	0	J09–J18	129
2008	4	1	0	I20–I25	740
2008	4	1	0	J09–J18	112
2008	4	2	0	I20–I25	677
2008	4	2	0	J09–J18	145
2009	4	1	0	I20–I25	724
2009	4	1	0	J09–J18	66
2009	4	2	0	I20–I25	594
2009	4	2	0	J09–J18	86
2010	4	1	0	I20–I25	646
2010	4	1	0	J09–J18	92
2010	4	2	0	I20–I25	566
2010	4	2	0	J09–J18	54
2011	4	1	0	I20–I25	615
2011	4	1	0	J09–J18	80
2011	4	2	0	I20–I25	568
2011	4	2	0	J09–J18	85
2012	4	1	0	I20–I25	660
2012	4	1	0	J09–J18	105
2012	4	2	0	I20–I25	575
2012	4	2	0	J09–J18	124
2013	4	1	0	I20–I25	662
2013	4	1	0	J09–J18	113
2013	4	2	0	I20–I25	538
2013	4	2	0	J09–J18	116
2014	4	1	0	I20–I25	569
2014	4	1	0	J09–J18	80
2014	4	2	0	I20–I25	502
2014	4	2	0	J09–J18	68
2015	4	1	0	I20–I25	580
2015	4	1	0	J09–J18	125
2015	4	2	0	I20–I25	466
2015	4	2	0	J09–J18	139
2016	4	1	0	I20–I25	560
2016	4	1	0	J09–J18	97
2016	4	2	0	I20–I25	462
2016	4	2	0	J09–J18	93
2017	4	1	0	I20–I25	535
2017	4	1	0	J09–J18	87
2017	4	2	0	I20–I25	403
2017	4	2	0	J09–J18	95
2018	4	1	0	I20–I25	527
2018	4	1	0	J09–J18	135
2018	4	2	0	I20–I25	409
2018	4	2	0	J09–J18	124
2019	4	1	0	I20–I25	461
2019	4	1	0	J09–J18	98
2019	4	2	0	I20–I25	358
2019	4	2	0	J09–J18	107
2020	4	1	0	I20–I25	480
2020	4	1	0	J09–J18	56
2020	4	2	0	I20–I25	315
2020	4	2	0	J09–J18	74
2021	4	1	0	I20–I25	433
2021	4	1	0	J09–J18	35
2021	4	2	0	I20–I25	304
2021	4	2	0	J09–J18	38
2022	4	1	0	I20–I25	435
2022	4	1	0	J09–J18	64
2022	4	2	0	I20–I25	274
2022	4	2	0	J09–J18	66
2023	4	1	0	I20–I25	408
2023	4	1	0	J09–J18	69
2023	4	2	0	I20–I25	293
2023	4	2	0	J09–J18	72
2024	4	1	0	I20–I25	366
2024	4	1	0	J09–J18	66
2024	4	2	0	I20–I25	248
2024	4	2	0	J09–J18	54
1997	5	1	0	I20–I25	1052
1997	5	1	0	J09–J18	109
1997	5	2	0	I20–I25	806
1997	5	2	0	J09–J18	149
1998	5	1	0	I20–I25	930
1998	5	1	0	J09–J18	97
1998	5	2	0	I20–I25	772
1998	5	2	0	J09–J18	85
1999	5	1	0	I20–I25	952
1999	5	1	0	J09–J18	105
1999	5	2	0	I20–I25	758
1999	5	2	0	J09–J18	102
2000	5	1	0	I20–I25	907
2000	5	1	0	J09–J18	104
2000	5	2	0	I20–I25	729
2000	5	2	0	J09–J18	116
2001	5	1	0	I20–I25	948
2001	5	1	0	J09–J18	101
2001	5	2	0	I20–I25	777
2001	5	2	0	J09–J18	130
2002	5	1	0	I20–I25	862
2002	5	1	0	J09–J18	91
2002	5	2	0	I20–I25	716
2002	5	2	0	J09–J18	117
2003	5	1	0	I20–I25	814
2003	5	1	0	J09–J18	95
2003	5	2	0	I20–I25	701
2003	5	2	0	J09–J18	106
2004	5	1	0	I20–I25	784
2004	5	1	0	J09–J18	82
2004	5	2	0	I20–I25	720
2004	5	2	0	J09–J18	107
2005	5	1	0	I20–I25	863
2005	5	1	0	J09–J18	94
2005	5	2	0	I20–I25	629
2005	5	2	0	J09–J18	94
2006	5	1	0	I20–I25	753
2006	5	1	0	J09–J18	65
2006	5	2	0	I20–I25	675
2006	5	2	0	J09–J18	72
2007	5	1	0	I20–I25	719
2007	5	1	0	J09–J18	61
2007	5	2	0	I20–I25	622
2007	5	2	0	J09–J18	70
2008	5	1	0	I20–I25	695
2008	5	1	0	J09–J18	77
2008	5	2	0	I20–I25	673
2008	5	2	0	J09–J18	106
2009	5	1	0	I20–I25	677
2009	5	1	0	J09–J18	73
2009	5	2	0	I20–I25	552
2009	5	2	0	J09–J18	76
2010	5	1	0	I20–I25	676
2010	5	1	0	J09–J18	69
2010	5	2	0	I20–I25	564
2010	5	2	0	J09–J18	53
2011	5	1	0	I20–I25	597
2011	5	1	0	J09–J18	75
2011	5	2	0	I20–I25	566
2011	5	2	0	J09–J18	68
2012	5	1	0	I20–I25	660
2012	5	1	0	J09–J18	80
2012	5	2	0	I20–I25	547
2012	5	2	0	J09–J18	83
2013	5	1	0	I20–I25	581
2013	5	1	0	J09–J18	87
2013	5	2	0	I20–I25	466
2013	5	2	0	J09–J18	68
2014	5	1	0	I20–I25	575
2014	5	1	0	J09–J18	74
2014	5	2	0	I20–I25	493
2014	5	2	0	J09–J18	70
2015	5	1	0	I20–I25	545
2015	5	1	0	J09–J18	98
2015	5	2	0	I20–I25	433
2015	5	2	0	J09–J18	79
2016	5	1	0	I20–I25	510
2016	5	1	0	J09–J18	67
2016	5	2	0	I20–I25	365
2016	5	2	0	J09–J18	61
2017	5	1	0	I20–I25	561
2017	5	1	0	J09–J18	61
2017	5	2	0	I20–I25	377
2017	5	2	0	J09–J18	80
2018	5	1	0	I20–I25	496
2018	5	1	0	J09–J18	57
2018	5	2	0	I20–I25	367
2018	5	2	0	J09–J18	77
2019	5	1	0	I20–I25	451
2019	5	1	0	J09–J18	76
2019	5	2	0	I20–I25	368
2019	5	2	0	J09–J18	76
2020	5	1	0	I20–I25	454
2020	5	1	0	J09–J18	40
2020	5	2	0	I20–I25	340
2020	5	2	0	J09–J18	49
2021	5	1	0	I20–I25	459
2021	5	1	0	J09–J18	48
2021	5	2	0	I20–I25	292
2021	5	2	0	J09–J18	33
2022	5	1	0	I20–I25	437
2022	5	1	0	J09–J18	73
2022	5	2	0	I20–I25	289
2022	5	2	0	J09–J18	66
2023	5	1	0	I20–I25	438
2023	5	1	0	J09–J18	77
2023	5	2	0	I20–I25	264
2023	5	2	0	J09–J18	59
2024	5	1	0	I20–I25	410
2024	5	1	0	J09–J18	60
2024	5	2	0	I20–I25	239
2024	5	2	0	J09–J18	65
1997	6	1	0	I20–I25	957
1997	6	1	0	J09–J18	99
1997	6	2	0	I20–I25	746
1997	6	2	0	J09–J18	146
1998	6	1	0	I20–I25	969
1998	6	1	0	J09–J18	81
1998	6	2	0	I20–I25	717
1998	6	2	0	J09–J18	101
1999	6	1	0	I20–I25	840
1999	6	1	0	J09–J18	88
1999	6	2	0	I20–I25	757
1999	6	2	0	J09–J18	93
2000	6	1	0	I20–I25	820
2000	6	1	0	J09–J18	93
2000	6	2	0	I20–I25	664
2000	6	2	0	J09–J18	107
2001	6	1	0	I20–I25	826
2001	6	1	0	J09–J18	94
2001	6	2	0	I20–I25	728
2001	6	2	0	J09–J18	103
2002	6	1	0	I20–I25	750
2002	6	1	0	J09–J18	89
2002	6	2	0	I20–I25	636
2002	6	2	0	J09–J18	91
2003	6	1	0	I20–I25	783
2003	6	1	0	J09–J18	83
2003	6	2	0	I20–I25	668
2003	6	2	0	J09–J18	77
2004	6	1	0	I20–I25	728
2004	6	1	0	J09–J18	53
2004	6	2	0	I20–I25	620
2004	6	2	0	J09–J18	74
2005	6	1	0	I20–I25	745
2005	6	1	0	J09–J18	67
2005	6	2	0	I20–I25	657
2005	6	2	0	J09–J18	83
2006	6	1	0	I20–I25	723
2006	6	1	0	J09–J18	70
2006	6	2	0	I20–I25	684
2006	6	2	0	J09–J18	95
2007	6	1	0	I20–I25	714
2007	6	1	0	J09–J18	62
2007	6	2	0	I20–I25	571
2007	6	2	0	J09–J18	79
2008	6	1	0	I20–I25	680
2008	6	1	0	J09–J18	85
2008	6	2	0	I20–I25	618
2008	6	2	0	J09–J18	64
2009	6	1	0	I20–I25	608
2009	6	1	0	J09–J18	58
2009	6	2	0	I20–I25	555
2009	6	2	0	J09–J18	83
2010	6	1	0	I20–I25	606
2010	6	1	0	J09–J18	51
2010	6	2	0	I20–I25	492
2010	6	2	0	J09–J18	51
2011	6	1	0	I20–I25	536
2011	6	1	0	J09–J18	75
2011	6	2	0	I20–I25	456
2011	6	2	0	J09–J18	72
2012	6	1	0	I20–I25	603
2012	6	1	0	J09–J18	83
2012	6	2	0	I20–I25	447
2012	6	2	0	J09–J18	64
2013	6	1	0	I20–I25	533
2013	6	1	0	J09–J18	78
2013	6	2	0	I20–I25	456
2013	6	2	0	J09–J18	65
2014	6	1	0	I20–I25	554
2014	6	1	0	J09–J18	58
2014	6	2	0	I20–I25	400
2014	6	2	0	J09–J18	61
2015	6	1	0	I20–I25	521
2015	6	1	0	J09–J18	80
2015	6	2	0	I20–I25	406
2015	6	2	0	J09–J18	54
2016	6	1	0	I20–I25	498
2016	6	1	0	J09–J18	63
2016	6	2	0	I20–I25	376
2016	6	2	0	J09–J18	52
2017	6	1	0	I20–I25	476
2017	6	1	0	J09–J18	66
2017	6	2	0	I20–I25	319
2017	6	2	0	J09–J18	55
2018	6	1	0	I20–I25	428
2018	6	1	0	J09–J18	60
2018	6	2	0	I20–I25	349
2018	6	2	0	J09–J18	54
2019	6	1	0	I20–I25	428
2019	6	1	0	J09–J18	60
2019	6	2	0	I20–I25	317
2019	6	2	0	J09–J18	53
2020	6	1	0	I20–I25	446
2020	6	1	0	J09–J18	38
2020	6	2	0	I20–I25	285
2020	6	2	0	J09–J18	28
2021	6	1	0	I20–I25	415
2021	6	1	0	J09–J18	36
2021	6	2	0	I20–I25	281
2021	6	2	0	J09–J18	26
2022	6	1	0	I20–I25	442
2022	6	1	0	J09–J18	65
2022	6	2	0	I20–I25	264
2022	6	2	0	J09–J18	56
2023	6	1	0	I20–I25	400
2023	6	1	0	J09–J18	67
2023	6	2	0	I20–I25	285
2023	6	2	0	J09–J18	60
