year	month	sex	age	ca	deaths
2024	6	1	0	I20–I25	347
2024	6	1	0	J09–J18	68
2024	6	2	0	I20–I25	255
2024	6	2	0	J09–J18	65
1997	7	1	0	I20–I25	907
1997	7	1	0	J09–J18	117
1997	7	2	0	I20–I25	767
1997	7	2	0	J09–J18	123
1998	7	1	0	I20–I25	951
1998	7	1	0	J09–J18	109
1998	7	2	0	I20–I25	761
1998	7	2	0	J09–J18	109
1999	7	1	0	I20–I25	909
1999	7	1	0	J09–J18	84
1999	7	2	0	I20–I25	673
1999	7	2	0	J09–J18	115
2000	7	1	0	I20–I25	885
2000	7	1	0	J09–J18	94
2000	7	2	0	I20–I25	717
2000	7	2	0	J09–J18	101
2001	7	1	0	I20–I25	824
2001	7	1	0	J09–J18	96
2001	7	2	0	I20–I25	731
2001	7	2	0	J09–J18	127
2002	7	1	0	I20–I25	831
2002	7	1	0	J09–J18	102
2002	7	2	0	I20–I25	725
2002	7	2	0	J09–J18	79
2003	7	1	0	I20–I25	791
2003	7	1	0	J09–J18	100
2003	7	2	0	I20–I25	674
2003	7	2	0	J09–J18	104
2004	7	1	0	I20–I25	745
2004	7	1	0	J09–J18	80
2004	7	2	0	I20–I25	622
2004	7	2	0	J09–J18	76
2005	7	1	0	I20–I25	754
2005	7	1	0	J09–J18	71
2005	7	2	0	I20–I25	611
2005	7	2	0	J09–J18	85
2006	7	1	0	I20–I25	686
2006	7	1	0	J09–J18	62
2006	7	2	0	I20–I25	696
2006	7	2	0	J09–J18	86
2007	7	1	0	I20–I25	691
2007	7	1	0	J09–J18	70
2007	7	2	0	I20–I25	643
2007	7	2	0	J09–J18	74
2008	7	1	0	I20–I25	660
2008	7	1	0	J09–J18	68
2008	7	2	0	I20–I25	523
2008	7	2	0	J09–J18	79
2009	7	1	0	I20–I25	628
2009	7	1	0	J09–J18	68
2009	7	2	0	I20–I25	537
2009	7	2	0	J09–J18	77
2010	7	1	0	I20–I25	636
2010	7	1	0	J09–J18	43
2010	7	2	0	I20–I25	514
2010	7	2	0	J09–J18	74
2011	7	1	0	I20–I25	596
2011	7	1	0	J09–J18	78
2011	7	2	0	I20–I25	554
2011	7	2	0	J09–J18	75
2012	7	1	0	I20–I25	597
2012	7	1	0	J09–J18	65
2012	7	2	0	I20–I25	502
2012	7	2	0	J09–J18	64
2013	7	1	0	I20–I25	515
2013	7	1	0	J09–J18	66
2013	7	2	0	I20–I25	474
2013	7	2	0	J09–J18	60
2014	7	1	0	I20–I25	531
2014	7	1	0	J09–J18	64
2014	7	2	0	I20–I25	476
2014	7	2	0	J09–J18	66
2015	7	1	0	I20–I25	513
2015	7	1	0	J09–J18	63
2015	7	2	0	I20–I25	423
2015	7	2	0	J09–J18	53
2016	7	1	0	I20–I25	535
2016	7	1	0	J09–J18	67
2016	7	2	0	I20–I25	415
2016	7	2	0	J09–J18	59
2017	7	1	0	I20–I25	475
2017	7	1	0	J09–J18	60
2017	7	2	0	I20–I25	347
2017	7	2	0	J09–J18	55
2018	7	1	0	I20–I25	481
2018	7	1	0	J09–J18	65
2018	7	2	0	I20–I25	344
2018	7	2	0	J09–J18	60
2019	7	1	0	I20–I25	447
2019	7	1	0	J09–J18	64
2019	7	2	0	I20–I25	349
2019	7	2	0	J09–J18	59
2020	7	1	0	I20–I25	422
2020	7	1	0	J09–J18	47
2020	7	2	0	I20–I25	284
2020	7	2	0	J09–J18	31
2021	7	1	0	I20–I25	437
2021	7	1	0	J09–J18	48
2021	7	2	0	I20–I25	321
2021	7	2	0	J09–J18	33
2022	7	1	0	I20–I25	397
2022	7	1	0	J09–J18	57
2022	7	2	0	I20–I25	306
2022	7	2	0	J09–J18	61
2023	7	1	0	I20–I25	402
2023	7	1	0	J09–J18	47
2023	7	2	0	I20–I25	265
2023	7	2	0	J09–J18	54
2024	7	1	0	I20–I25	368
2024	7	1	0	J09–J18	68
2024	7	2	0	I20–I25	237
2024	7	2	0	J09–J18	56
1997	8	1	0	I20–I25	873
1997	8	1	0	J09–J18	134
1997	8	2	0	I20–I25	716
1997	8	2	0	J09–J18	149
1998	8	1	0	I20–I25	915
1998	8	1	0	J09–J18	88
1998	8	2	0	I20–I25	765
1998	8	2	0	J09–J18	90
1999	8	1	0	I20–I25	868
1999	8	1	0	J09–J18	104
1999	8	2	0	I20–I25	745
1999	8	2	0	J09–J18	109
2000	8	1	0	I20–I25	809
2000	8	1	0	J09–J18	79
2000	8	2	0	I20–I25	733
2000	8	2	0	J09–J18	106
2001	8	1	0	I20–I25	806
2001	8	1	0	J09–J18	74
2001	8	2	0	I20–I25	721
2001	8	2	0	J09–J18	90
2002	8	1	0	I20–I25	770
2002	8	1	0	J09–J18	96
2002	8	2	0	I20–I25	725
2002	8	2	0	J09–J18	124
2003	8	1	0	I20–I25	765
2003	8	1	0	J09–J18	73
2003	8	2	0	I20–I25	679
2003	8	2	0	J09–J18	85
2004	8	1	0	I20–I25	799
2004	8	1	0	J09–J18	68
2004	8	2	0	I20–I25	657
2004	8	2	0	J09–J18	69
2005	8	1	0	I20–I25	698
2005	8	1	0	J09–J18	77
2005	8	2	0	I20–I25	615
2005	8	2	0	J09–J18	87
2006	8	1	0	I20–I25	685
2006	8	1	0	J09–J18	73
2006	8	2	0	I20–I25	612
2006	8	2	0	J09–J18	73
2007	8	1	0	I20–I25	606
2007	8	1	0	J09–J18	80
2007	8	2	0	I20–I25	558
2007	8	2	0	J09–J18	86
2008	8	1	0	I20–I25	680
2008	8	1	0	J09–J18	71
2008	8	2	0	I20–I25	585
2008	8	2	0	J09–J18	59
2009	8	1	0	I20–I25	588
2009	8	1	0	J09–J18	75
2009	8	2	0	I20–I25	486
2009	8	2	0	J09–J18	53
2010	8	1	0	I20–I25	638
2010	8	1	0	J09–J18	65
2010	8	2	0	I20–I25	527
2010	8	2	0	J09–J18	54
2011	8	1	0	I20–I25	571
2011	8	1	0	J09–J18	69
2011	8	2	0	I20–I25	520
2011	8	2	0	J09–J18	72
2012	8	1	0	I20–I25	596
2012	8	1	0	J09–J18	56
2012	8	2	0	I20–I25	473
2012	8	2	0	J09–J18	66
2013	8	1	0	I20–I25	544
2013	8	1	0	J09–J18	67
2013	8	2	0	I20–I25	428
2013	8	2	0	J09–J18	51
2014	8	1	0	I20–I25	539
2014	8	1	0	J09–J18	64
2014	8	2	0	I20–I25	441
2014	8	2	0	J09–J18	48
2015	8	1	0	I20–I25	508
2015	8	1	0	J09–J18	69
2015	8	2	0	I20–I25	377
2015	8	2	0	J09–J18	68
2016	8	1	0	I20–I25	521
2016	8	1	0	J09–J18	68
2016	8	2	0	I20–I25	377
2016	8	2	0	J09–J18	52
2017	8	1	0	I20–I25	474
2017	8	1	0	J09–J18	54
2017	8	2	0	I20–I25	363
2017	8	2	0	J09–J18	46
2018	8	1	0	I20–I25	414
2018	8	1	0	J09–J18	66
2018	8	2	0	I20–I25	323
2018	8	2	0	J09–J18	45
2019	8	1	0	I20–I25	442
2019	8	1	0	J09–J18	61
2019	8	2	0	I20–I25	310
2019	8	2	0	J09–J18	54
2020	8	1	0	I20–I25	410
2020	8	1	0	J09–J18	55
2020	8	2	0	I20–I25	347
2020	8	2	0	J09–J18	28
2021	8	1	0	I20–I25	455
2021	8	1	0	J09–J18	52
2021	8	2	0	I20–I25	297
2021	8	2	0	J09–J18	48
2022	8	1	0	I20–I25	427
2022	8	1	0	J09–J18	61
2022	8	2	0	I20–I25	332
2022	8	2	0	J09–J18	65
2023	8	1	0	I20–I25	375
2023	8	1	0	J09–J18	58
2023	8	2	0	I20–I25	261
2023	8	2	0	J09–J18	55
2024	8	1	0	I20–I25	328
2024	8	1	0	J09–J18	67
2024	8	2	0	I20–I25	239
2024	8	2	0	J09–J18	53
1997	9	1	0	I20–I25	957
1997	9	1	0	J09–J18	122
1997	9	2	0	I20–I25	732
1997	9	2	0	J09–J18	111
1998	9	1	0	I20–I25	859
1998	9	1	0	J09–J18	90
1998	9	2	0	I20–I25	723
1998	9	2	0	J09–J18	89
1999	9	1	0	I20–I25	834
1999	9	1	0	J09–J18	93
1999	9	2	0	I20–I25	690
1999	9	2	0	J09–J18	97
2000	9	1	0	I20–I25	830
2000	9	1	0	J09–J18	93
2000	9	2	0	I20–I25	730
2000	9	2	0	J09–J18	108
2001	9	1	0	I20–I25	853
2001	9	1	0	J09–J18	87
2001	9	2	0	I20–I25	720
2001	9	2	0	J09–J18	102
2002	9	1	0	I20–I25	771
2002	9	1	0	J09–J18	83
2002	9	2	0	I20–I25	670
2002	9	2	0	J09–J18	91
2003	9	1	0	I20–I25	806
2003	9	1	0	J09–J18	95
2003	9	2	0	I20–I25	648
2003	9	2	0	J09–J18	97
2004	9	1	0	I20–I25	741
2004	9	1	0	J09–J18	79
2004	9	2	0	I20–I25	634
2004	9	2	0	J09–J18	75
2005	9	1	0	I20–I25	695
2005	9	1	0	J09–J18	72
2005	9	2	0	I20–I25	547
2005	9	2	0	J09–J18	80
2006	9	1	0	I20–I25	698
2006	9	1	0	J09–J18	76
2006	9	2	0	I20–I25	620
2006	9	2	0	J09–J18	87
2007	9	1	0	I20–I25	760
2007	9	1	0	J09–J18	68
2007	9	2	0	I20–I25	565
2007	9	2	0	J09–J18	79
2008	9	1	0	I20–I25	688
2008	9	1	0	J09–J18	70
2008	9	2	0	I20–I25	573
2008	9	2	0	J09–J18	94
2009	9	1	0	I20–I25	630
2009	9	1	0	J09–J18	61
2009	9	2	0	I20–I25	504
2009	9	2	0	J09–J18	60
2010	9	1	0	I20–I25	690
2010	9	1	0	J09–J18	62
2010	9	2	0	I20–I25	533
2010	9	2	0	J09–J18	48
2011	9	1	0	I20–I25	573
2011	9	1	0	J09–J18	75
2011	9	2	0	I20–I25	527
2011	9	2	0	J09–J18	66
2012	9	1	0	I20–I25	552
2012	9	1	0	J09–J18	60
2012	9	2	0	I20–I25	463
2012	9	2	0	J09–J18	65
2013	9	1	0	I20–I25	525
2013	9	1	0	J09–J18	78
2013	9	2	0	I20–I25	461
2013	9	2	0	J09–J18	52
2014	9	1	0	I20–I25	534
2014	9	1	0	J09–J18	92
2014	9	2	0	I20–I25	420
2014	9	2	0	J09–J18	72
2015	9	1	0	I20–I25	535
2015	9	1	0	J09–J18	70
2015	9	2	0	I20–I25	404
2015	9	2	0	J09–J18	56
2016	9	1	0	I20–I25	487
2016	9	1	0	J09–J18	62
2016	9	2	0	I20–I25	372
2016	9	2	0	J09–J18	50
2017	9	1	0	I20–I25	486
2017	9	1	0	J09–J18	65
2017	9	2	0	I20–I25	334
2017	9	2	0	J09–J18	59
2018	9	1	0	I20–I25	473
2018	9	1	0	J09–J18	70
2018	9	2	0	I20–I25	361
2018	9	2	0	J09–J18	57
2019	9	1	0	I20–I25	460
2019	9	1	0	J09–J18	61
2019	9	2	0	I20–I25	280
2019	9	2	0	J09–J18	52
2020	9	1	0	I20–I25	418
2020	9	1	0	J09–J18	44
2020	9	2	0	I20–I25	317
2020	9	2	0	J09–J18	40
2021	9	1	0	I20–I25	426
2021	9	1	0	J09–J18	69
2021	9	2	0	I20–I25	282
2021	9	2	0	J09–J18	30
2022	9	1	0	I20–I25	422
2022	9	1	0	J09–J18	63
2022	9	2	0	I20–I25	287
2022	9	2	0	J09–J18	39
2023	9	1	0	I20–I25	404
2023	9	1	0	J09–J18	68
2023	9	2	0	I20–I25	269
2023	9	2	0	J09–J18	56
2024	9	1	0	I20–I25	338
2024	9	1	0	J09–J18	67
2024	9	2	0	I20–I25	231
2024	9	2	0	J09–J18	51
