Sex	Age	Year	Month	U07	U08	U09
M	0–4	2020	Januari	0	0	0
M	0–4	2020	Februari	0	0	0
M	0–4	2020	Mars	5	0	0
M	0–4	2020	April	8	0	0
M	0–4	2020	Maj	12	0	0
M	0–4	2020	Juni	7	0	0
M	0–4	2020	Juli	2	0	0
M	0–4	2020	Augusti	2	0	0
M	0–4	2020	September	1	0	0
M	0–4	2020	Oktober	8	0	0
M	0–4	2020	November	16	0	0
M	0–4	2020	December	18	0	0
M	0–4	2021	Januari	13	1	0
M	0–4	2021	Februari	11	0	0
M	0–4	2021	Mars	15	0	0
M	0–4	2021	April	17	0	0
M	0–4	2021	Maj	16	0	0
M	0–4	2021	Juni	2	0	0
M	0–4	2021	Juli	4	0	0
M	0–4	2021	Augusti	4	0	0
M	0–4	2021	September	2	0	0
M	0–4	2021	Oktober	5	0	0
M	0–4	2021	November	5	0	0
M	0–4	2021	December	20	0	0
M	5–9	2020	Januari	0	0	0
M	5–9	2020	Februari	0	0	0
M	5–9	2020	Mars	1	0	0
M	5–9	2020	April	3	0	0
M	5–9	2020	Maj	1	0	0
M	5–9	2020	Juni	1	0	0
M	5–9	2020	Juli	2	0	0
M	5–9	2020	Augusti	0	0	0
M	5–9	2020	September	0	0	0
M	5–9	2020	Oktober	0	0	0
M	5–9	2020	November	1	0	0
M	5–9	2020	December	8	0	0
M	5–9	2021	Januari	1	0	0
M	5–9	2021	Februari	4	0	0
M	5–9	2021	Mars	3	0	0
M	5–9	2021	April	4	0	0
M	5–9	2021	Maj	2	0	0
M	5–9	2021	Juni	0	0	0
M	5–9	2021	Juli	0	0	0
M	5–9	2021	Augusti	1	0	0
M	5–9	2021	September	2	0	0
M	5–9	2021	Oktober	1	0	0
M	5–9	2021	November	0	0	0
M	5–9	2021	December	3	0	0
M	10–14	2020	Januari	0	0	0
M	10–14	2020	Februari	0	0	0
M	10–14	2020	Mars	2	0	0
M	10–14	2020	April	3	0	0
M	10–14	2020	Maj	4	0	0
M	10–14	2020	Juni	4	0	0
M	10–14	2020	Juli	0	0	0
M	10–14	2020	Augusti	2	0	0
M	10–14	2020	September	0	0	0
M	10–14	2020	Oktober	1	0	0
M	10–14	2020	November	6	0	0
M	10–14	2020	December	10	0	0
M	10–14	2021	Januari	3	0	0
M	10–14	2021	Februari	1	0	0
M	10–14	2021	Mars	4	0	0
M	10–14	2021	April	3	0	1
M	10–14	2021	Maj	2	0	0
M	10–14	2021	Juni	2	0	0
M	10–14	2021	Juli	0	0	0
M	10–14	2021	Augusti	0	0	0
M	10–14	2021	September	1	0	0
M	10–14	2021	Oktober	2	0	0
M	10–14	2021	November	1	0	0
M	10–14	2021	December	1	0	0
M	15–19	2020	Januari	0	0	0
M	15–19	2020	Februari	0	0	0
M	15–19	2020	Mars	4	0	0
M	15–19	2020	April	5	0	0
M	15–19	2020	Maj	7	0	0
M	15–19	2020	Juni	7	0	0
M	15–19	2020	Juli	3	0	0
M	15–19	2020	Augusti	1	0	0
M	15–19	2020	September	1	0	0
M	15–19	2020	Oktober	2	0	0
M	15–19	2020	November	5	0	0
M	15–19	2020	December	9	0	0
M	15–19	2021	Januari	6	0	0
M	15–19	2021	Februari	7	0	0
M	15–19	2021	Mars	3	0	0
M	15–19	2021	April	5	0	1
M	15–19	2021	Maj	9	0	0
M	15–19	2021	Juni	4	0	0
M	15–19	2021	Juli	0	0	0
M	15–19	2021	Augusti	1	0	0
M	15–19	2021	September	5	0	0
M	15–19	2021	Oktober	1	0	0
M	15–19	2021	November	0	0	0
M	15–19	2021	December	2	0	0
M	20–24	2020	Januari	0	0	0
M	20–24	2020	Februari	0	0	0
M	20–24	2020	Mars	13	0	0
M	20–24	2020	April	19	0	0
M	20–24	2020	Maj	12	0	0
M	20–24	2020	Juni	17	0	0
M	20–24	2020	Juli	2	0	0
M	20–24	2020	Augusti	4	0	0
M	20–24	2020	September	8	0	0
M	20–24	2020	Oktober	5	0	0
M	20–24	2020	November	24	0	0
M	20–24	2020	December	22	0	0
M	20–24	2021	Januari	16	0	0
M	20–24	2021	Februari	8	0	0
M	20–24	2021	Mars	21	0	0
M	20–24	2021	April	29	0	0
M	20–24	2021	Maj	26	0	0
M	20–24	2021	Juni	12	0	0
M	20–24	2021	Juli	1	0	0
M	20–24	2021	Augusti	8	0	0
M	20–24	2021	September	9	0	0
M	20–24	2021	Oktober	5	0	0
M	20–24	2021	November	9	0	0
M	20–24	2021	December	8	0	0
M	25–29	2020	Januari	0	0	0
M	25–29	2020	Februari	0	0	0
M	25–29	2020	Mars	13	0	0
M	25–29	2020	April	73	0	0
M	25–29	2020	Maj	40	0	0
M	25–29	2020	Juni	31	0	0
M	25–29	2020	Juli	6	0	0
M	25–29	2020	Augusti	3	0	0
M	25–29	2020	September	4	0	0
M	25–29	2020	Oktober	8	0	0
M	25–29	2020	November	49	0	0
M	25–29	2020	December	42	0	0
M	25–29	2021	Januari	29	0	0
M	25–29	2021	Februari	19	0	0
M	25–29	2021	Mars	39	0	0
M	25–29	2021	April	51	0	0
M	25–29	2021	Maj	44	0	0
M	25–29	2021	Juni	15	0	0
M	25–29	2021	Juli	12	0	0
M	25–29	2021	Augusti	28	0	0
M	25–29	2021	September	21	0	1
M	25–29	2021	Oktober	10	0	0
M	25–29	2021	November	13	0	0
M	25–29	2021	December	19	0	0
M	30–34	2020	Januari	0	0	0
M	30–34	2020	Februari	0	0	0
M	30–34	2020	Mars	18	0	0
M	30–34	2020	April	98	0	0
M	30–34	2020	Maj	81	0	0
M	30–34	2020	Juni	59	0	0
M	30–34	2020	Juli	15	0	0
M	30–34	2020	Augusti	9	0	0
M	30–34	2020	September	10	0	0
M	30–34	2020	Oktober	11	0	0
M	30–34	2020	November	55	0	0
M	30–34	2020	December	55	0	0
M	30–34	2021	Januari	52	0	0
M	30–34	2021	Februari	32	0	0
M	30–34	2021	Mars	78	0	2
M	30–34	2021	April	103	0	1
M	30–34	2021	Maj	85	0	1
M	30–34	2021	Juni	12	0	0
M	30–34	2021	Juli	6	0	0
M	30–34	2021	Augusti	29	0	0
M	30–34	2021	September	30	0	0
M	30–34	2021	Oktober	4	0	0
M	30–34	2021	November	20	0	0
M	30–34	2021	December	42	0	0
M	35–39	2020	Januari	0	0	0
M	35–39	2020	Februari	1	0	0
M	35–39	2020	Mars	29	0	0
M	35–39	2020	April	137	0	0
M	35–39	2020	Maj	92	0	0
M	35–39	2020	Juni	70	0	0
M	35–39	2020	Juli	15	0	0
M	35–39	2020	Augusti	8	0	0
M	35–39	2020	September	5	0	0
M	35–39	2020	Oktober	19	0	0
M	35–39	2020	November	75	0	0
M	35–39	2020	December	101	0	0
M	35–39	2021	Januari	66	0	0
M	35–39	2021	Februari	52	0	0
M	35–39	2021	Mars	106	0	0
M	35–39	2021	April	165	0	0
M	35–39	2021	Maj	113	0	0
M	35–39	2021	Juni	30	0	0
M	35–39	2021	Juli	19	0	0
M	35–39	2021	Augusti	32	0	0
M	35–39	2021	September	36	0	1
M	35–39	2021	Oktober	22	0	0
M	35–39	2021	November	17	0	0
M	35–39	2021	December	50	0	0
M	40–44	2020	Januari	0	0	0
M	40–44	2020	Februari	0	0	0
M	40–44	2020	Mars	31	0	0
M	40–44	2020	April	182	0	0
M	40–44	2020	Maj	144	0	0
M	40–44	2020	Juni	76	0	0
M	40–44	2020	Juli	19	0	0
M	40–44	2020	Augusti	9	0	0
M	40–44	2020	September	9	0	0
M	40–44	2020	Oktober	29	0	0
M	40–44	2020	November	99	0	0
M	40–44	2020	December	161	0	0
M	40–44	2021	Januari	128	0	2
M	40–44	2021	Februari	77	0	0
M	40–44	2021	Mars	155	0	0
M	40–44	2021	April	246	0	0
M	40–44	2021	Maj	161	0	1
M	40–44	2021	Juni	41	1	0
M	40–44	2021	Juli	21	0	0
M	40–44	2021	Augusti	26	0	0
M	40–44	2021	September	41	0	0
M	40–44	2021	Oktober	31	0	0
M	40–44	2021	November	25	0	0
M	40–44	2021	December	68	0	0
M	45–49	2020	Januari	0	0	0
M	45–49	2020	Februari	0	0	0
M	45–49	2020	Mars	54	0	0
M	45–49	2020	April	279	0	0
M	45–49	2020	Maj	183	0	0
M	45–49	2020	Juni	135	0	0
M	45–49	2020	Juli	37	0	0
M	45–49	2020	Augusti	17	0	0
M	45–49	2020	September	12	0	0
M	45–49	2020	Oktober	41	0	0
M	45–49	2020	November	179	0	1
M	45–49	2020	December	235	0	0
M	45–49	2021	Januari	197	0	0
M	45–49	2021	Februari	122	0	0
M	45–49	2021	Mars	266	1	1
M	45–49	2021	April	333	0	2
M	45–49	2021	Maj	252	1	0
M	45–49	2021	Juni	63	0	1
M	45–49	2021	Juli	13	0	1
M	45–49	2021	Augusti	30	0	0
M	45–49	2021	September	54	0	0
M	45–49	2021	Oktober	32	0	0
M	45–49	2021	November	32	1	0
M	45–49	2021	December	66	0	0
M	50–54	2020	Januari	0	0	0
M	50–54	2020	Februari	0	0	0
M	50–54	2020	Mars	58	0	0
M	50–54	2020	April	398	0	0
M	50–54	2020	Maj	271	0	0
M	50–54	2020	Juni	194	0	0
M	50–54	2020	Juli	53	0	0
M	50–54	2020	Augusti	30	0	0
M	50–54	2020	September	16	0	0
M	50–54	2020	Oktober	47	0	0
M	50–54	2020	November	198	0	0
M	50–54	2020	December	293	0	0
M	50–54	2021	Januari	243	0	1
M	50–54	2021	Februari	162	0	0
M	50–54	2021	Mars	315	0	0
M	50–54	2021	April	470	1	2
M	50–54	2021	Maj	358	1	3
M	50–54	2021	Juni	91	0	3
M	50–54	2021	Juli	17	1	1
M	50–54	2021	Augusti	22	0	0
M	50–54	2021	September	45	0	1
M	50–54	2021	Oktober	32	0	0
M	50–54	2021	November	36	0	0
M	50–54	2021	December	90	0	2
M	55–59	2020	Januari	0	0	0
M	55–59	2020	Februari	0	0	0
M	55–59	2020	Mars	90	0	0
M	55–59	2020	April	440	0	0
M	55–59	2020	Maj	355	0	0
M	55–59	2020	Juni	225	0	0
M	55–59	2020	Juli	77	0	0
M	55–59	2020	Augusti	34	0	0
M	55–59	2020	September	26	0	0
M	55–59	2020	Oktober	61	0	0
M	55–59	2020	November	256	0	0
M	55–59	2020	December	385	1	1
M	55–59	2021	Januari	334	0	2
M	55–59	2021	Februari	224	2	2
M	55–59	2021	Mars	391	0	0
M	55–59	2021	April	566	0	2
M	55–59	2021	Maj	386	0	1
M	55–59	2021	Juni	89	1	2
M	55–59	2021	Juli	30	1	0
M	55–59	2021	Augusti	26	0	0
M	55–59	2021	September	43	0	1
M	55–59	2021	Oktober	24	0	0
M	55–59	2021	November	35	1	0
M	55–59	2021	December	71	1	1
M	60–64	2020	Januari	0	0	0
M	60–64	2020	Februari	0	0	0
M	60–64	2020	Mars	83	0	0
M	60–64	2020	April	456	0	0
M	60–64	2020	Maj	329	0	0
M	60–64	2020	Juni	251	0	0
M	60–64	2020	Juli	75	0	0
M	60–64	2020	Augusti	32	0	0
M	60–64	2020	September	24	0	0
M	60–64	2020	Oktober	59	0	0
M	60–64	2020	November	277	0	0
M	60–64	2020	December	439	0	0
M	60–64	2021	Januari	444	0	3
M	60–64	2021	Februari	225	1	5
M	60–64	2021	Mars	387	0	6
M	60–64	2021	April	512	0	1
M	60–64	2021	Maj	385	5	2
M	60–64	2021	Juni	86	2	4
M	60–64	2021	Juli	31	2	4
M	60–64	2021	Augusti	27	0	1
M	60–64	2021	September	47	1	0
M	60–64	2021	Oktober	29	2	1
M	60–64	2021	November	24	0	0
M	60–64	2021	December	84	2	1
M	65–69	2020	Januari	0	0	0
M	65–69	2020	Februari	0	0	0
M	65–69	2020	Mars	84	0	0
M	65–69	2020	April	403	0	0
M	65–69	2020	Maj	316	0	0
M	65–69	2020	Juni	206	0	0
M	65–69	2020	Juli	84	0	0
M	65–69	2020	Augusti	36	0	0
M	65–69	2020	September	22	0	0
M	65–69	2020	Oktober	50	0	0
M	65–69	2020	November	257	0	0
M	65–69	2020	December	453	0	1
M	65–69	2021	Januari	427	2	2
M	65–69	2021	Februari	261	2	3
M	65–69	2021	Mars	323	1	6
M	65–69	2021	April	466	1	4
M	65–69	2021	Maj	303	1	5
M	65–69	2021	Juni	72	1	6
M	65–69	2021	Juli	24	0	1
M	65–69	2021	Augusti	19	0	1
M	65–69	2021	September	38	0	1
M	65–69	2021	Oktober	25	1	0
M	65–69	2021	November	44	0	0
M	65–69	2021	December	85	0	2
M	70–74	2020	Januari	0	0	0
M	70–74	2020	Februari	0	0	0
M	70–74	2020	Mars	85	0	0
M	70–74	2020	April	381	0	0
M	70–74	2020	Maj	344	0	0
M	70–74	2020	Juni	216	0	0
M	70–74	2020	Juli	109	0	0
M	70–74	2020	Augusti	25	0	0
M	70–74	2020	September	31	0	0
M	70–74	2020	Oktober	49	0	0
M	70–74	2020	November	304	0	0
M	70–74	2020	December	568	0	1
M	70–74	2021	Januari	497	1	5
M	70–74	2021	Februari	278	1	3
M	70–74	2021	Mars	382	2	0
M	70–74	2021	April	450	4	2
M	70–74	2021	Maj	277	0	7
M	70–74	2021	Juni	74	3	2
M	70–74	2021	Juli	14	0	0
M	70–74	2021	Augusti	19	1	0
M	70–74	2021	September	52	0	0
M	70–74	2021	Oktober	41	0	1
M	70–74	2021	November	39	0	1
M	70–74	2021	December	96	0	0
M	75–79	2020	Januari	0	0	0
M	75–79	2020	Februari	0	0	0
M	75–79	2020	Mars	83	0	0
M	75–79	2020	April	427	0	0
M	75–79	2020	Maj	308	0	0
M	75–79	2020	Juni	210	0	0
M	75–79	2020	Juli	64	0	0
M	75–79	2020	Augusti	28	0	0
M	75–79	2020	September	11	0	1
M	75–79	2020	Oktober	45	0	0
M	75–79	2020	November	300	0	1
M	75–79	2020	December	623	1	0
M	75–79	2021	Januari	645	2	4
M	75–79	2021	Februari	344	1	4
M	75–79	2021	Mars	413	3	3
M	75–79	2021	April	462	1	6
M	75–79	2021	Maj	240	0	2
M	75–79	2021	Juni	50	1	0
M	75–79	2021	Juli	11	0	3
M	75–79	2021	Augusti	20	0	0
M	75–79	2021	September	25	0	0
M	75–79	2021	Oktober	34	0	0
M	75–79	2021	November	77	0	1
M	75–79	2021	December	112	1	2
M	80–84	2020	Januari	0	0	0
M	80–84	2020	Februari	0	0	0
M	80–84	2020	Mars	77	0	0
M	80–84	2020	April	348	0	0
M	80–84	2020	Maj	269	0	0
M	80–84	2020	Juni	218	0	0
M	80–84	2020	Juli	77	0	0
M	80–84	2020	Augusti	30	0	0
M	80–84	2020	September	19	0	0
M	80–84	2020	Oktober	61	0	0
M	80–84	2020	November	311	0	0
M	80–84	2020	December	590	1	0
M	80–84	2021	Januari	524	1	4
M	80–84	2021	Februari	256	1	1
M	80–84	2021	Mars	267	0	0
M	80–84	2021	April	237	1	2
M	80–84	2021	Maj	98	1	0
M	80–84	2021	Juni	21	0	0
M	80–84	2021	Juli	4	0	0
M	80–84	2021	Augusti	11	0	0
M	80–84	2021	September	35	0	0
M	80–84	2021	Oktober	39	0	1
M	80–84	2021	November	52	0	0
M	80–84	2021	December	74	0	0
M	85+	2020	Januari	0	0	0
M	85+	2020	Februari	0	0	0
M	85+	2020	Mars	101	0	0
M	85+	2020	April	488	0	0
M	85+	2020	Maj	411	0	0
M	85+	2020	Juni	258	0	0
M	85+	2020	Juli	79	0	0
M	85+	2020	Augusti	21	0	0
M	85+	2020	September	16	0	0
M	85+	2020	Oktober	65	0	0
M	85+	2020	November	374	0	0
M	85+	2020	December	761	0	1
M	85+	2021	Januari	752	2	4
M	85+	2021	Februari	291	0	2
M	85+	2021	Mars	266	2	2
M	85+	2021	April	188	0	3
M	85+	2021	Maj	79	0	2
M	85+	2021	Juni	18	0	0
M	85+	2021	Juli	5	0	0
M	85+	2021	Augusti	12	0	0
M	85+	2021	September	50	0	0
M	85+	2021	Oktober	44	0	2
M	85+	2021	November	36	0	0
M	85+	2021	December	68	0	0
F	0–4	2020	Januari	0	0	0
F	0–4	2020	Februari	0	0	0
F	0–4	2020	Mars	1	0	0
F	0–4	2020	April	6	0	0
F	0–4	2020	Maj	3	0	0
F	0–4	2020	Juni	9	0	0
F	0–4	2020	Juli	2	0	0
F	0–4	2020	Augusti	4	0	0
F	0–4	2020	September	3	0	0
F	0–4	2020	Oktober	2	0	0
F	0–4	2020	November	10	0	0
F	0–4	2020	December	18	0	0
F	0–4	2021	Januari	9	0	0
F	0–4	2021	Februari	9	0	0
F	0–4	2021	Mars	10	0	0
F	0–4	2021	April	11	0	0
F	0–4	2021	Maj	12	0	0
F	0–4	2021	Juni	3	0	0
F	0–4	2021	Juli	2	0	0
F	0–4	2021	Augusti	13	0	0
F	0–4	2021	September	2	0	0
F	0–4	2021	Oktober	1	0	1
F	0–4	2021	November	4	0	0
F	0–4	2021	December	16	0	0
F	5–9	2020	Januari	0	0	0
F	5–9	2020	Februari	0	0	0
F	5–9	2020	Mars	1	0	0
F	5–9	2020	April	1	0	0
F	5–9	2020	Maj	4	0	0
F	5–9	2020	Juni	1	0	0
F	5–9	2020	Juli	1	0	0
F	5–9	2020	Augusti	0	0	0
F	5–9	2020	September	0	0	0
F	5–9	2020	Oktober	1	0	0
F	5–9	2020	November	0	0	0
F	5–9	2020	December	5	1	0
F	5–9	2021	Januari	3	0	0
F	5–9	2021	Februari	0	0	0
F	5–9	2021	Mars	2	0	0
F	5–9	2021	April	0	0	1
F	5–9	2021	Maj	2	0	0
F	5–9	2021	Juni	1	0	0
F	5–9	2021	Juli	1	0	0
F	5–9	2021	Augusti	1	0	0
F	5–9	2021	September	1	0	0
F	5–9	2021	Oktober	2	0	0
F	5–9	2021	November	3	0	0
F	5–9	2021	December	1	0	0
F	10–14	2020	Januari	0	0	0
F	10–14	2020	Februari	0	0	0
F	10–14	2020	Mars	3	0	0
F	10–14	2020	April	3	0	0
F	10–14	2020	Maj	5	0	0
F	10–14	2020	Juni	4	0	0
F	10–14	2020	Juli	0	0	0
F	10–14	2020	Augusti	0	0	0
F	10–14	2020	September	0	0	0
F	10–14	2020	Oktober	0	0	0
F	10–14	2020	November	4	0	0
F	10–14	2020	December	4	0	0
F	10–14	2021	Januari	1	0	0
F	10–14	2021	Februari	2	0	0
F	10–14	2021	Mars	1	0	0
F	10–14	2021	April	4	0	0
F	10–14	2021	Maj	2	0	0
F	10–14	2021	Juni	1	0	0
F	10–14	2021	Juli	0	0	0
F	10–14	2021	Augusti	0	0	0
F	10–14	2021	September	2	0	0
F	10–14	2021	Oktober	2	0	0
F	10–14	2021	November	0	0	0
F	10–14	2021	December	2	0	0
F	15–19	2020	Januari	0	0	0
F	15–19	2020	Februari	0	0	0
F	15–19	2020	Mars	3	0	0
F	15–19	2020	April	14	0	0
F	15–19	2020	Maj	11	0	0
F	15–19	2020	Juni	4	0	0
F	15–19	2020	Juli	2	0	0
F	15–19	2020	Augusti	1	0	0
F	15–19	2020	September	1	0	0
F	15–19	2020	Oktober	0	0	0
F	15–19	2020	November	10	0	0
F	15–19	2020	December	6	0	0
F	15–19	2021	Januari	5	0	0
F	15–19	2021	Februari	5	0	0
F	15–19	2021	Mars	10	0	1
F	15–19	2021	April	17	0	0
F	15–19	2021	Maj	4	0	0
F	15–19	2021	Juni	2	0	0
F	15–19	2021	Juli	2	0	0
F	15–19	2021	Augusti	2	0	0
F	15–19	2021	September	6	0	0
F	15–19	2021	Oktober	1	0	0
F	15–19	2021	November	3	0	0
F	15–19	2021	December	4	0	0
F	20–24	2020	Januari	0	0	0
F	20–24	2020	Februari	0	0	0
F	20–24	2020	Mars	10	0	0
F	20–24	2020	April	34	0	0
F	20–24	2020	Maj	25	0	0
F	20–24	2020	Juni	18	0	0
F	20–24	2020	Juli	7	0	0
F	20–24	2020	Augusti	2	0	0
F	20–24	2020	September	2	0	0
F	20–24	2020	Oktober	7	0	0
F	20–24	2020	November	22	0	0
F	20–24	2020	December	9	0	0
F	20–24	2021	Januari	16	0	0
F	20–24	2021	Februari	11	0	0
F	20–24	2021	Mars	17	0	0
F	20–24	2021	April	28	0	0
F	20–24	2021	Maj	11	0	0
F	20–24	2021	Juni	8	0	0
F	20–24	2021	Juli	1	0	0
F	20–24	2021	Augusti	5	0	0
F	20–24	2021	September	8	0	0
F	20–24	2021	Oktober	3	0	0
F	20–24	2021	November	5	0	0
F	20–24	2021	December	11	0	0
F	25–29	2020	Januari	0	0	0
