measure,location,sex,age,cause,rei,metric,year,val,upper,lower
1,29,1,25,493,169,2,2017,0.9839363008727822,0.9904325055021431,0.975845847230162
1,29,2,25,493,169,2,2017,0.9836191721146301,0.9908398671499544,0.9742022782407335
1,18,1,25,493,169,2,2017,0.9691548745126525,0.9793199419148455,0.9556133903752523
1,18,2,25,493,169,2,2017,0.9589185621938481,0.974194056097633,0.9404418329065696
1,41,1,25,493,169,2,2017,0.9787491252651255,0.9878326841207372,0.9670313504473149
1,41,2,25,493,169,2,2017,0.9758412427725842,0.9872103954451245,0.9626519368590362
1,39,1,25,493,169,2,2017,0.9788767134089016,0.9878206117533871,0.9677969781300595
1,39,2,25,493,169,2,2017,0.9747070032855882,0.9856995792408778,0.9612686973596065
1,145,1,25,493,169,2,2017,0.9798074480219323,0.9870861692255325,0.9713618190926365
1,145,2,25,493,169,2,2017,0.97765204343553,0.9854991243202198,0.9685497468938241
1,86,1,25,493,169,2,2017,0.9756895814521531,0.9860634642330736,0.9635101973019917
1,86,2,25,493,169,2,2017,0.9688772452720245,0.9795472640348786,0.9558634455342284
1,60,1,25,493,169,2,2017,0.9860718826525322,0.9918443655792379,0.9783640146388499
1,60,2,25,493,169,2,2017,0.9782015478030053,0.9867944965003993,0.967241111897023
1,113,1,25,493,169,2,2017,0.9737435334513731,0.9856402137349206,0.959569750421319
1,113,2,25,493,169,2,2017,0.9711121150140739,0.9839304031515644,0.9558147480038884
1,46,1,25,493,169,2,2017,0.9844091726133576,0.9914706438098013,0.9757658288786942
1,46,2,25,493,169,2,2017,0.9814290379088609,0.9898152094187612,0.9711432584054648
1,53,1,25,493,169,2,2017,0.9882652094289984,0.9937138971141469,0.9818289231074013
1,53,2,25,493,169,2,2017,0.9879833489979769,0.9938894242150043,0.9805581016755532
1,15,1,25,493,169,2,2017,0.9738371772419098,0.9843060864725394,0.9617827506181935
1,15,2,25,493,169,2,2017,0.9779769129608694,0.9876712704511809,0.9668028169746324
1,209,1,25,493,169,2,2017,0.972300762207184,0.9835566239848531,0.9579401303898784
1,209,2,25,493,169,2,2017,0.9755183209475419,0.9858427059284881,0.9622065390600565
1,212,1,25,493,169,2,2017,0.969594195014248,0.9817731034372914,0.9539513773779318
1,212,2,25,493,169,2,2017,0.9766340289585114,0.9864337503288712,0.9637112746544815
1,154,1,25,493,169,2,2017,0.9721289352939096,0.9831249354606818,0.9592220071450577
1,154,2,25,493,169,2,2017,0.967581028899019,0.9798749375872905,0.9523473149090408
1,186,1,25,493,169,2,2017,0.9819165016468208,0.9898613894810074,0.9726237203392876
1,186,2,25,493,169,2,2017,0.9790119371798572,0.9879636012297742,0.9677736458981588
1,99,1,25,493,169,2,2017,0.9786145269606934,0.9883635351493871,0.9671635666905954
1,99,2,25,493,169,2,2017,0.9773122933942386,0.9870188127272206,0.9650329900409576
1,35,1,25,493,169,2,2017,0.9872006548314637,0.9933458337889104,0.9795899946666368
1,35,2,25,493,169,2,2017,0.977750232598427,0.9880070745945347,0.9649813077747589
1,136,1,25,493,169,2,2017,0.9730380904844731,0.9837569277215396,0.960273273811138
1,136,2,25,493,169,2,2017,0.9749835104006959,0.9844077014844228,0.9624023230771321
1,522,1,25,493,169,2,2017,0.9754469821950633,0.9854614605928064,0.9628268551454733
1,522,2,25,493,169,2,2017,0.9822035408651033,0.98985898144359,0.9725859101552552
1,127,1,25,493,169,2,2017,0.9707782282777051,0.9822837949372503,0.9569749494067316
1,127,2,25,493,169,2,2017,0.9690321192643652,0.9810141634465881,0.9539699442082471
1,211,1,25,493,169,2,2017,0.9564443466968711,0.9723302431920945,0.9360704195259244
1,211,2,25,493,169,2,2017,0.9676325003093877,0.9805345005349156,0.9516594239740339
1,89,1,25,493,169,2,2017,0.9795131498503492,0.988611871506923,0.9689387988468754
1,89,2,25,493,169,2,2017,0.9787169685460458,0.987415214897517,0.9668878093663843
1,52,1,25,493,169,2,2017,0.9850080991818788,0.9911574901455193,0.9765278570785553
1,52,2,25,493,169,2,2017,0.9780865031694587,0.9859592691740692,0.9675197491120675
1,351,1,25,493,169,2,2017,0.9763430581122927,0.9864771328444895,0.9636739737537239
1,351,2,25,493,169,2,2017,0.9761937296357412,0.9858057736967213,0.9636089377193787
1,28,1,25,493,169,2,2017,0.9753674259589742,0.9854082414626565,0.9627628845242241
1,28,2,25,493,169,2,2017,0.9815885436325814,0.9896361960133279,0.9716664758120218
1,133,1,25,493,169,2,2017,0.9746131202194595,0.9846615401230152,0.9624517882349247
1,133,2,25,493,169,2,2017,0.9701745816175789,0.9809541814601723,0.9565475309296001
1,201,1,25,493,169,2,2017,0.9602516094181175,0.9757934805231745,0.9416993148481314
1,201,2,25,493,169,2,2017,0.9577933515720107,0.9743396447284954,0.9354286472606262
1,150,1,25,493,169,2,2017,0.9853999178511169,0.9917647700683224,0.977731495386606
1,150,2,25,493,169,2,2017,0.9827761539083636,0.9905154707053414,0.9731673096127147
1,79,1,25,493,169,2,2017,0.9770131488588358,0.9876084248367464,0.9634115594435751
1,79,2,25,493,169,2,2017,0.9691045913363047,0.9807694806537047,0.9533630952662036
1,59,1,25,493,169,2,2017,0.9859179269093615,0.9918686771637528,0.9788314695513032
1,59,2,25,493,169,2,2017,0.9820840264496423,0.9894920716550253,0.9725979463886614
1,93,1,25,493,169,2,2017,0.9713300065281967,0.9834325168370316,0.9553438929253107
1,93,2,25,493,169,2,2017,0.9709285143154779,0.9824342387215056,0.9563273246264448
1,109,1,25,493,169,2,2017,0.9584699830802412,0.972600839384529,0.9407078195510369
1,109,2,25,493,169,2,2017,0.9619883677013624,0.974920729446194,0.9445827956454415
1,216,1,25,493,169,2,2017,0.966558257635618,0.9789678531960797,0.9503819153080629
1,216,2,25,493,169,2,2017,0.9734592875089259,0.9830013313397359,0.9604531619027489
1,130,1,25,493,169,2,2017,0.9755636942749547,0.9859128353886698,0.9640160233492199
1,130,2,25,493,169,2,2017,0.9718854679214206,0.9824455256608209,0.9575625946652611
1,63,1,25,493,169,2,2017,0.9860567841798722,0.9917974176969225,0.9782567449748173
1,63,2,25,493,169,2,2017,0.9780762882530539,0.9866035899168358,0.9667560895633236
1,164,1,25,493,169,2,2017,0.9606505325022731,0.972631392995949,0.9454129007598997
1,164,2,25,493,169,2,2017,0.9519935929583933,0.9669461936822055,0.9345266586083126
