measure,location,sex,age,cause,rei,metric,year,val,upper,lower
1,197,1,25,493,169,2,2017,0.9746982799902535,0.9850889844234824,0.9615736780540843
1,197,2,25,493,169,2,2017,0.9802759328802422,0.9893310954715513,0.9691195854799072
1,111,1,25,493,169,2,2017,0.9600140141445771,0.9749716468411719,0.940964805785557
1,111,2,25,493,169,2,2017,0.9630961488918428,0.9760193207008896,0.9457063749133593
1,47,1,25,493,169,2,2017,0.9850679409863898,0.9918885148416984,0.9764394885604611
1,47,2,25,493,169,2,2017,0.979793041107493,0.9890620720039062,0.9685842282150178
1,176,1,25,493,169,2,2017,0.9703945693705981,0.9825174633992175,0.955027383468065
1,176,2,25,493,169,2,2017,0.9747570914645366,0.9850686305051426,0.9606516990652428
1,155,1,25,493,169,2,2017,0.9682659323871035,0.9783230597863258,0.9568047274293209
1,155,2,25,493,169,2,2017,0.9661599728814064,0.9775086521177649,0.9530060771091431
1,55,1,25,493,169,2,2017,0.9793531454248309,0.9871010365214938,0.9700088122072592
1,55,2,25,493,169,2,2017,0.9812105003883528,0.9884358985971236,0.9710800618665036
1,218,1,25,493,169,2,2017,0.9743423831597998,0.984239327913083,0.9611170557729655
1,218,2,25,493,169,2,2017,0.9715983748004128,0.9830686282058847,0.9561563941406476
1,162,1,25,493,169,2,2017,0.9668151100791879,0.977999129460562,0.9533989266086208
1,162,2,25,493,169,2,2017,0.9675086601219224,0.9779484071537975,0.9533118709469666
1,115,1,25,493,169,2,2017,0.9752689714949033,0.985579841578351,0.9623177503565185
1,115,2,25,493,169,2,2017,0.9760679006579343,0.9866074052838303,0.9632479517560856
1,77,1,25,493,169,2,2017,0.9848256985125979,0.9917647757642529,0.975883497972149
1,77,2,25,493,169,2,2017,0.9760814000475714,0.9862747466003301,0.9630605256053045
1,125,1,25,493,169,2,2017,0.9691590108143477,0.9801221796290055,0.9551081438258614
1,125,2,25,493,169,2,2017,0.9683265459654012,0.978787225165154,0.9538445091663653
1,88,1,25,493,169,2,2017,0.9780222794892008,0.9881840574424047,0.9655300150995312
1,88,2,25,493,169,2,2017,0.9768300424013525,0.9875451697770885,0.9634462588839073
1,185,1,25,493,169,2,2017,0.9464474500199067,0.9669966346707887,0.92010650738225
1,185,2,25,493,169,2,2017,0.9553652814620635,0.9724842302359915,0.9330185423637478
1,85,1,25,493,169,2,2017,0.9699040724602858,0.9818791790724303,0.9559704976087977
1,85,2,25,493,169,2,2017,0.9659308648091417,0.9794212573613111,0.9507903356829551
1,128,1,25,493,169,2,2017,0.9720271178601024,0.9837895715372803,0.9583453987010527
1,128,2,25,493,169,2,2017,0.9725962266169078,0.9843334356393906,0.9584163390614856
1,193,1,25,493,169,2,2017,0.9796888634919901,0.9889237430204877,0.967954765250848
1,193,2,25,493,169,2,2017,0.9820333748374929,0.9902048396294526,0.9709043068569354
1,206,1,25,493,169,2,2017,0.9794376820919085,0.9880384339025238,0.9686806351630477
1,206,2,25,493,169,2,2017,0.9786016388856044,0.987624782948857,0.9669486460887279
1,24,1,25,493,169,2,2017,0.9747452278178873,0.9846296883355687,0.961435786117798
1,24,2,25,493,169,2,2017,0.977324502631358,0.98724307644269,0.9645853850496964
1,196,1,25,493,169,2,2017,0.9802066364697621,0.988838688808179,0.9693325840485162
1,196,2,25,493,169,2,2017,0.9840495705183342,0.991112676986023,0.9750452275962501
1,48,1,25,493,169,2,2017,0.9873337884003694,0.992699655404067,0.9799082680534927
1,48,2,25,493,169,2,2017,0.9849662278580941,0.9909939910137964,0.9766610400686426
1,10,1,25,493,169,2,2017,0.9748712099287985,0.9854576733868714,0.9623260795070373
1,10,2,25,493,169,2,2017,0.9626059398939101,0.9783792264855733,0.9442538683080078
1,207,1,25,493,169,2,2017,0.9702111306669572,0.9822419940028985,0.9552537527506482
1,207,2,25,493,169,2,2017,0.9742390820610045,0.9850112212894191,0.9604266975725884
1,171,1,25,493,169,2,2017,0.9722545069876587,0.9840494937966002,0.9576074116137553
1,171,2,25,493,169,2,2017,0.9721565920057273,0.983962454099149,0.9567955567811046
1,152,1,25,493,169,2,2017,0.9804413213200193,0.9887954245356113,0.9701986053849385
1,152,2,25,493,169,2,2017,0.9754096999525691,0.9853008240485077,0.9634723066831301
1,44,1,25,493,169,2,2017,0.986801836855544,0.993110586266462,0.9793039539541609
1,44,2,25,493,169,2,2017,0.988208914996111,0.9938478572587818,0.9806906556989082
1,200,1,25,493,169,2,2017,0.9672188802156161,0.9799440468815108,0.9521955407373799
1,200,2,25,493,169,2,2017,0.971612656056413,0.983200615836669,0.9559153486533877
1,27,1,25,493,169,2,2017,0.9851199359173128,0.9913625703369198,0.9769718964824546
1,27,2,25,493,169,2,2017,0.9832808157391143,0.9910670130085933,0.9739096759536382
1,20,1,25,493,169,2,2017,0.9738847660065477,0.9836405615840225,0.9617228640696119
1,20,2,25,493,169,2,2017,0.9572666254696286,0.9727065963236176,0.937911874921019
1,142,1,25,493,169,2,2017,0.973048285866571,0.9821077525271694,0.9618905510090814
1,142,2,25,493,169,2,2017,0.9745633786261313,0.9847162482000699,0.9626574510922689
1,179,1,25,493,169,2,2017,0.9428635884366025,0.9615295985724759,0.9177490664912956
1,179,2,25,493,169,2,2017,0.9539734040183363,0.9692717712691322,0.9330106417177929
1,11,1,25,493,169,2,2017,0.9811471653845232,0.9883253778902379,0.9712412500511214
1,11,2,25,493,169,2,2017,0.9803460530039918,0.9887303304064458,0.9694807564302991
1,194,1,25,493,169,2,2017,0.9707525479972648,0.9825421697889835,0.9552663848124647
1,194,2,25,493,169,2,2017,0.9761991486495937,0.9864702342645216,0.9629463865668151
1,84,1,25,493,169,2,2017,0.978408373059065,0.9882629595677073,0.9669413312578218
1,84,2,25,493,169,2,2017,0.9743555094795391,0.9850603163969587,0.9604396942116249
1,34,1,25,493,169,2,2017,0.984529463117362,0.9915521663725939,0.9763063950109574
1,34,2,25,493,169,2,2017,0.9755648272097913,0.986193531980634,0.9629005409485172
1,17,1,25,493,169,2,2017,0.976559789073003,0.9872381496642435,0.9642298617960389
1,17,2,25,493,169,2,2017,0.973590063973789,0.9859549968592384,0.9580755758626414
1,74,1,25,493,169,2,2017,0.9747918687707514,0.9844836608863093,0.9630835147509035
1,74,2,25,493,169,2,2017,0.9675481676800989,0.9803737274562302,0.9520120912919464
1,126,1,25,493,169,2,2017,0.9718485565298293,0.9813166439836911,0.9590738302750784
1,126,2,25,493,169,2,2017,0.9691481209239712,0.9797046503661865,0.9555436621518814
1,349,1,25,493,169,2,2017,0.962580581293059,0.976339236917407,0.946124544525034
1,349,2,25,493,169,2,2017,0.9717503935064858,0.9825534853785088,0.9572061628707056
1,204,1,25,493,169,2,2017,0.9622599311294296,0.9764658305114279,0.9440407154354029
1,204,2,25,493,169,2,2017,0.9655871022829654,0.9792500878544246,0.9483855285622009
1,75,1,25,493,169,2,2017,0.9799571614217668,0.9890354956413144,0.9685910764618367
1,75,2,25,493,169,2,2017,0.9723048419804773,0.9835936757724607,0.958150574934566
1,121,1,25,493,169,2,2017,0.959355966717775,0.9760800070149677,0.9389456189033712
1,121,2,25,493,169,2,2017,0.9530375523359389,0.971578987774711,0.9313109015281442
1,114,1,25,493,169,2,2017,0.9692619613114811,0.9825533564264815,0.9523228149090702
1,114,2,25,493,169,2,2017,0.971172425822579,0.9835326808357397,0.9561949367500512
1,71,1,25,493,169,2,2017,0.9708753481376962,0.9817110591895795,0.9572711084112192
1,71,2,25,493,169,2,2017,0.9689553392235404,0.9796478928599499,0.9561461959301565
1,98,1,25,493,169,2,2017,0.9774602178586788,0.9867577729521969,0.9648678229150066
1,98,2,25,493,169,2,2017,0.9738046826106874,0.9840559019876752,0.960402416089974
1,40,1,25,493,169,2,2017,0.9809898077234769,0.9894533013109426,0.9710322107610165
1,40,2,25,493,169,2,2017,0.9751813734670668,0.986318108116978,0.9615684228939216
1,72,1,25,493,169,2,2017,0.969868764803363,0.9805998360164593,0.9565614288288306
1,72,2,25,493,169,2,2017,0.9599658592514138,0.9729423273549292,0.9423151214347042
1,68,1,25,493,169,2,2017,0.9579724747157594,0.9733863644781023,0.9404038427509962
1,68,2,25,493,169,2,2017,0.9363452693582255,0.9575404365926036,0.9100529197246227
1,169,1,25,493,169,2,2017,0.9759339736077968,0.9864914379575249,0.9629672151531791
1,169,2,25,493,169,2,2017,0.975431480883692,0.9861795995389571,0.9619528999334956
1,122,1,25,493,169,2,2017,0.9686514822261131,0.9801892525046647,0.9529056757044632
1,122,2,25,493,169,2,2017,0.962933029864389,0.976341693085194,0.9455297346299734
1,78,1,25,493,169,2,2017,0.9787302388646646,0.9882006165218721,0.9661338964858542
1,78,2,25,493,169,2,2017,0.978513416367752,0.988341580435037,0.9668978475642875
1,160,1,25,493,169,2,2017,0.9836550026331049,0.9905862149900805,0.9746066452397348
1,160,2,25,493,169,2,2017,0.9832610250101077,0.9909265731692805,0.9733323297025761
1,215,1,25,493,169,2,2017,0.9751762484562788,0.9846370519751555,0.9623227209858503
1,215,2,25,493,169,2,2017,0.9771152924026653,0.9854995103919822,0.9656249123659415
1,92,1,25,493,169,2,2017,0.9810475538756047,0.9879272202710009,0.9720531407899903
1,92,2,25,493,169,2,2017,0.9709052348724847,0.9809402698872373,0.9585557285029862
1,123,1,25,493,169,2,2017,0.95191379434318,0.9674930465175827,0.9308220631343905
1,123,2,25,493,169,2,2017,0.9445553832551453,0.962210229995704,0.9199763508842695
1,214,1,25,493,169,2,2017,0.9572814715653359,0.9722595098012546,0.9395121541603056
1,214,2,25,493,169,2,2017,0.9614247352984822,0.9741649508732192,0.9447671233619004
1,14,1,25,493,169,2,2017,0.9738452588797314,0.9835232917282575,0.9627505754407253
1,14,2,25,493,169,2,2017,0.9742383385953116,0.9845293963590636,0.9616689004644866
1,132,1,25,493,169,2,2017,0.969520870987318,0.9801910545607412,0.9560194127120988
1,132,2,25,493,169,2,2017,0.9649218785360107,0.9783069631454202,0.94859030707521
1,102,1,25,493,169,2,2017,0.9596755475672258,0.9738018115983629,0.942652056152896
1,102,2,25,493,169,2,2017,0.9605219880797574,0.9728122605637796,0.9448767244894112
1,156,1,25,493,169,2,2017,0.9817300939315705,0.9887055615182179,0.9735690752804084
1,156,2,25,493,169,2,2017,0.9788776186210189,0.9879881110934166,0.9684981442176845
1,82,1,25,493,169,2,2017,0.9748152738711297,0.9838766875115234,0.9637047781171263
1,82,2,25,493,169,2,2017,0.9688981800273193,0.9792129173674666,0.956544147616792
1,173,1,25,493,169,2,2017,0.9720717295647724,0.9843548842554583,0.957182124493246
1,173,2,25,493,169,2,2017,0.9731561076053785,0.9846625897048746,0.9584467576062483
1,129,1,25,493,169,2,2017,0.9747899518326307,0.9849032156274635,0.9622793717075013
1,129,2,25,493,169,2,2017,0.9742965877683571,0.9848471916824998,0.9615961905852597
1,106,1,25,493,169,2,2017,0.9645580506008722,0.9779835054118977,0.9487367184482437
1,106,2,25,493,169,2,2017,0.9656985722902744,0.979860190649952,0.9478573810536883
1,298,1,25,493,169,2,2017,0.9822115563269674,0.9886796426990097,0.9729318061935165
1,298,2,25,493,169,2,2017,0.9818882488215175,0.9890657163685039,0.9722820497951975
1,58,1,25,493,169,2,2017,0.988425330450162,0.9940308399936717,0.9813232457877401
1,58,2,25,493,169,2,2017,0.9822750905627249,0.9903816473004939,0.9708767060699104
1,45,1,25,493,169,2,2017,0.9830727314130054,0.9895369006751414,0.9749263688923608
1,45,2,25,493,169,2,2017,0.9814058929741581,0.9883394132792669,0.9718351602979496
1,116,1,25,493,169,2,2017,0.9705331826015805,0.9831784987350333,0.9557148406164636
1,116,2,25,493,169,2,2017,0.9730709611730775,0.9838947089007491,0.9579812278216626
1,208,1,25,493,169,2,2017,0.9572568714968331,0.9726297602970152,0.9374133212871111
1,208,2,25,493,169,2,2017,0.9655496075802923,0.9791210487011262,0.9488028048142261
1,180,1,25,493,169,2,2017,0.9626277765317134,0.9780000660601094,0.9453768972303684
1,180,2,25,493,169,2,2017,0.9674227300754371,0.9794394102734302,0.9519828663163338
1,435,1,25,493,169,2,2017,0.9649318448711578,0.9785023503145284,0.9475379924562163
1,435,2,25,493,169,2,2017,0.9684288671842454,0.980183997656178,0.9534094233533803
1,8,1,25,493,169,2,2017,0.9666249933905839,0.9783756049218245,0.953656385209959
1,8,2,25,493,169,2,2017,0.948429694401883,0.967788458007392,0.9261871212669167
1,170,1,25,493,169,2,2017,0.9758953825255692,0.986524801762672,0.9631266934327993
1,170,2,25,493,169,2,2017,0.9782499637725928,0.9876722067960175,0.9653903648779645
1,49,1,25,493,169,2,2017,0.9816504301649274,0.9898640455224229,0.9720263444869404
1,49,2,25,493,169,2,2017,0.9814221141298444,0.9894172214916513,0.9716987684827941
1,191,1,25,493,169,2,2017,0.9526681419376394,0.9711062666950921,0.9306549392303812
1,191,2,25,493,169,2,2017,0.9727194008021948,0.9835230423302899,0.9578299742418356
1,139,1,25,493,169,2,2017,0.9685461728576502,0.9800639810041126,0.9543340681221552
1,139,2,25,493,169,2,2017,0.9723809934998132,0.9836633265106068,0.9593231886035902
1,76,1,25,493,169,2,2017,0.9788285300331954,0.9877227297621303,0.9676238595511126
1,76,2,25,493,169,2,2017,0.9774751527767498,0.9866688685941656,0.9660417044598975
1,90,1,25,493,169,2,2017,0.9803478548516731,0.9888350232236938,0.96842425992572
1,90,2,25,493,169,2,2017,0.9783697924756279,0.9868919266476716,0.9659686256500203
1,177,1,25,493,169,2,2017,0.968073204919821,0.9808342694614584,0.9525295967107161
1,177,2,25,493,169,2,2017,0.9730806671018076,0.9837554901498542,0.9590808953418898
1,66,1,25,493,169,2,2017,0.9797825794738269,0.9881205349414522,0.9693187660534899
1,66,2,25,493,169,2,2017,0.9731082742874153,0.9844877475468392,0.9595917132138848
1,95,1,25,493,169,2,2017,0.9696938053684216,0.9804381139398276,0.9556105516609343
1,95,2,25,493,169,2,2017,0.9642042573939894,0.9765953341933339,0.948390374374079
1,146,1,25,493,169,2,2017,0.9841232680004968,0.9911032035226927,0.9760392748865789
1,146,2,25,493,169,2,2017,0.9799724561112834,0.9889748305006776,0.9687085009252543
1,183,1,25,493,169,2,2017,0.9757876422737382,0.984894057390476,0.9640406240820438
1,183,2,25,493,169,2,2017,0.9716159602873574,0.9830053177392926,0.9578540813939506
1,69,1,25,493,169,2,2017,0.9477079013848825,0.9636307892462328,0.9283343196324243
1,69,2,25,493,169,2,2017,0.9379722780829569,0.9560809852825085,0.9161996403445272
1,153,1,25,493,169,2,2017,0.9816344708557437,0.9891613759026717,0.9716414133432726
1,153,2,25,493,169,2,2017,0.9785055092102118,0.9866197949939005,0.9672015906212206
1,140,1,25,493,169,2,2017,0.9789226304356475,0.9872700962618154,0.9688693630856591
1,140,2,25,493,169,2,2017,0.9789443103244774,0.9875575932645313,0.968267846325884
1,163,1,25,493,169,2,2017,0.965366926174618,0.9759864507662869,0.9512952570746401
1,163,2,25,493,169,2,2017,0.9619057050214658,0.9742883780346248,0.9471633379592339
1,205,1,25,493,169,2,2017,0.9749174248127372,0.9845567738251734,0.9627408145001574
1,205,2,25,493,169,2,2017,0.9737874852595321,0.9836363654601974,0.9613631805076067
1,38,1,25,493,169,2,2017,0.9871844768638802,0.9925550116161395,0.9794359739328788
1,38,2,25,493,169,2,2017,0.9780854076587576,0.9868132242403371,0.9662206446011583
1,25,1,25,493,169,2,2017,0.9773992130246383,0.9861508846523638,0.9651099335455784
1,25,2,25,493,169,2,2017,0.9755919098885312,0.9850299367821419,0.9629245469997205
1,195,1,25,493,169,2,2017,0.9740893454416678,0.9851250099724163,0.9597045505336006
1,195,2,25,493,169,2,2017,0.9772695003773912,0.9874795805341456,0.9639105496910932
1,202,1,25,493,169,2,2017,0.9634135651665665,0.9773650228997423,0.945920268133689
1,202,2,25,493,169,2,2017,0.9619199797752349,0.9767255565150615,0.9430558173276795
1,172,1,25,493,169,2,2017,0.970473538840801,0.9831816790839942,0.9566403611759291
1,172,2,25,493,169,2,2017,0.9687351094925463,0.9826359581301226,0.9539133058516774
1,187,1,25,493,169,2,2017,0.9675794395655629,0.9813485580435425,0.9513108704225487
1,187,2,25,493,169,2,2017,0.9720836214758898,0.9832710862052668,0.9570273613503635
1,184,1,25,493,169,2,2017,0.977975866385412,0.9875461063554458,0.9658941620174516
1,184,2,25,493,169,2,2017,0.9783280122316879,0.9873383221390313,0.966152294680005
1,157,1,25,493,169,2,2017,0.9748562316987166,0.9853071804926431,0.961971006944858
1,157,2,25,493,169,2,2017,0.9795509029250147,0.9883895541512915,0.967087891530813
1,62,1,25,493,169,2,2017,0.9857283507997067,0.990687612953379,0.9786916559022784
1,62,2,25,493,169,2,2017,0.9776303398296106,0.9859376934375094,0.9672267704848082
1,119,1,25,493,169,2,2017,0.980754959126755,0.9889617473005412,0.9702725803092634
1,119,2,25,493,169,2,2017,0.975520299955969,0.9864500780570802,0.9610719009060125
1,22,1,25,493,169,2,2017,0.9826924515713735,0.9885558142495932,0.9743311702956221
1,22,2,25,493,169,2,2017,0.9839825381774708,0.9900471008406913,0.9748914160176968
1,83,1,25,493,169,2,2017,0.9727097625129768,0.9852481116355251,0.9580459679979704
1,83,2,25,493,169,2,2017,0.970195691586084,0.9819461238479568,0.9552517390456573
1,143,1,25,493,169,2,2017,0.9844610693325719,0.9907691320786912,0.9761752586039713
1,143,2,25,493,169,2,2017,0.9833673639415785,0.9912165304976196,0.9744467552635103
